Channel,RMS,Sigma
0,16.163058187256475,3.48892569240011
1,3.957700119067797,3.957700119067797
2,2.5614035650263984,2.5614035650263984
3,2.5540600352258043,2.5540600352258043
4,4.526365982940705,4.526365982940705
5,2.531530453933618,2.531530453933618
6,2.654388852344495,2.654388852344495
7,2.60283842163737,2.60283842163737
8,2.511750091450311,2.511750091450311
9,3.23733983596616,3.23733983596616
10,2.7346521276081224,2.7346521276081224
11,3.610213541704928,3.610213541704928
12,2.6732550792662733,2.6732550792662733
13,2.600856336063928,2.600856336063928
14,3.1572427269386716,3.1572427269386716
15,2.6318710235547775,2.6318710235547775
16,2.0785932580332656,2.0785932580332656
17,2.1002884854893886,2.1002884854893886
18,2.13958587695409,2.13958587695409
19,2.9751126182429513,2.9751126182429513
20,2.1268315869501224,2.1268315869501224
21,6.4599097417691596,6.4599097417691596
22,1.9778015709245622,1.9778015709245622
23,2.1622076784444264,2.1622076784444264
24,2.862670518005975,2.862670518005975
25,2.0798728177234613,2.0798728177234613
26,2.1851702214344586,2.1851702214344586
27,2.09155934385306,2.09155934385306
28,2.7031785126877987,2.7031785126877987
29,2.100422015999466,2.100422015999466
30,2.2216569814377514,2.2216569814377514
31,2.881336299647034,2.881336299647034
32,3.4420478509631858,3.4420478509631858
33,2.799271471581532,2.799271471581532
34,3.86663983142406,3.86663983142406
35,4.110774687481062,4.110774687481062
36,2.6843317958293524,2.6843317958293524
37,3.5179283041975444,3.5179283041975444
38,2.7147788994002693,2.7147788994002693
39,2.5711899992828204,2.5711899992828204
40,2.5590710830484387,2.5590710830484387
41,2.886779120910888,2.886779120910888
42,2.597759948586563,2.597759948586563
43,5.128089583895982,5.128089583895982
44,2.6434177270476047,2.6434177270476047
45,2.9644956096087784,2.9644956096087784
46,2.700506255576029,2.700506255576029
47,3.1297211642841614,3.1297211642841614
48,2.4296931285128687,2.4296931285128687
49,3.110352648477794,3.110352648477794
50,2.623987507110553,2.623987507110553
51,3.0768416082732064,3.0768416082732064
52,2.470532468704954,2.470532468704954
53,2.1227054895449826,2.1227054895449826
54,2.7285853763130827,2.7285853763130827
55,2.822171400841969,2.822171400841969
56,5.6622136984258775,5.6622136984258775
57,2.945677713653261,2.945677713653261
58,2.2335443808375963,2.2335443808375963
59,3.13231170675439,3.13231170675439
60,3.2360126968661382,3.2360126968661382
61,2.6671801398082113,2.6671801398082113
62,2.637312899263699,2.637312899263699
63,2.6116486787944475,2.6116486787944475
64,2.784053150371351,2.784053150371351
65,3.8300685913656336,3.8300685913656336
66,2.3824590786163427,2.3824590786163427
67,2.1532088674606427,2.1532088674606427
68,3.8013550686161,3.8013550686161
69,2.275607502483793,2.275607502483793
70,2.0601705008153646,2.0601705008153646
71,2.0781349403661844,2.0781349403661844
72,2.2482809707276554,2.2482809707276554
73,2.6990236254072393,2.6990236254072393
74,2.110680112632927,2.110680112632927
75,2.46835972352748,2.46835972352748
76,2.1129163377933784,2.1129163377933784
77,2.7652490244326,2.7652490244326
78,2.7954858877858135,2.7954858877858135
79,3.5104812100736513,3.5104812100736513
80,4.07837778837158,4.07837778837158
81,2.6134151457462402,2.6134151457462402
82,2.9808694298991365,2.9808694298991365
83,5.955596551398236,5.955596551398236
84,2.5400825133626266,2.5400825133626266
85,2.4916578172165713,2.4916578172165713
86,2.244890942136442,2.244890942136442
87,2.1158932733334366,2.1158932733334366
88,2.496935182274734,2.496935182274734
89,2.429758213642329,2.429758213642329
90,3.1309521593668417,3.1309521593668417
91,2.3811899394324776,2.3811899394324776
92,3.3427336711219247,3.3427336711219247
93,3.6397814473821746,3.6397814473821746
94,2.7091296375371074,2.7091296375371074
95,2.3254784565802913,2.3254784565802913
96,3.2559468444520854,3.2559468444520854
97,2.193024010105418,2.193024010105418
98,2.4422635881934425,2.4422635881934425
99,2.4881642995117326,2.4881642995117326
100,2.5592045957125653,2.5592045957125653
101,3.9144701065590106,3.9144701065590106
102,2.208073597087042,2.208073597087042
103,2.170541924185391,2.170541924185391
104,2.2324098232627194,2.2324098232627194
105,2.329272792450107,2.329272792450107
106,2.637700879855292,2.637700879855292
107,2.3741894199199747,2.3741894199199747
108,3.4407463640180733,3.4407463640180733
109,2.405252883012895,2.405252883012895
110,2.310392732236426,2.310392732236426
111,3.4079226543123498,3.4079226543123498
112,3.5074819231527936,3.5074819231527936
113,3.5297227923336774,3.5297227923336774
114,3.118227109190194,3.118227109190194
115,2.0922091524520265,2.0922091524520265
116,4.219916449678038,4.219916449678038
117,2.547682429593334,2.547682429593334
118,2.9348733271657803,2.9348733271657803
119,4.781794717450057,4.781794717450057
120,3.084117205566645,3.084117205566645
121,2.4048178479272364,2.4048178479272364
122,3.1864004938064734,3.1864004938064734
123,3.1871371562886686,3.1871371562886686
124,2.2532762546258978,2.2532762546258978
125,3.2200511764049216,3.2200511764049216
126,3.062294346084258,3.062294346084258
127,2.5174548678941204,2.5174548678941204
