Channel,RMS,Sigma
0,30.6090601457328,3.043371357717267
1,28.46768828231186,3.292955312212111
2,23.349903521232733,3.11187458181492
3,28.59989995513344,2.680955916489335
4,63.231849319826715,2.39611793869606
5,33.18173521550003,3.988088847381673
6,29.420285282002094,2.2967909568926546
7,24.824205204358545,2.840199035897428
8,23.382618016848365,3.3909896501701344
9,27.336034557728613,3.2352903836424676
10,26.300849949709345,2.6427640664085015
11,27.516350630808898,2.582614229434568
12,26.29311387648132,3.504424471120978
13,25.354627298175348,2.6428955682967916
14,28.086598789400234,2.3716536518944076
15,39.90890560019638,3.4277550243020087
16,26.681558805080225,3.895448248385445
17,29.76563899838824,3.6532226736039477
18,31.37121870986509,3.2422482603210203
19,33.94771411463948,3.148115694894377
20,24.01762273748719,3.4298420456851706
21,25.480276221464635,2.768397886625906
22,27.57344276315251,3.7195586397253826
23,26.522865786835364,2.921626295648721
24,24.819018599608324,3.993876384698436
25,30.016286131823403,3.4623097645037197
26,24.917528454220196,6.336115897674815
27,33.18847240254182,4.255542086937514
28,24.301431533916006,3.600271293547235
29,23.933209717574773,3.9546399301311443
30,23.522075730909574,3.1210376076042943
31,43.35106618207579,3.6018520984296316
32,24.578967119283835,2.615655743277223
33,24.849571328502545,3.1446846406111217
34,26.80164411589406,2.8791985569850236
35,27.691348358510833,4.347863924483996
36,31.04877401855603,2.966907362480037
37,29.19474881533075,4.469466804005268
38,26.740238151070233,3.345206917058586
39,24.517242500503844,4.353851336210838
40,30.275527080320742,2.8492400482268683
41,57.737631389918455,3.4669627488970027
42,35.08631360098453,3.7924101037703593
43,30.722309164682567,3.35350360998909
44,30.27185834407466,3.0251909258884284
45,28.574374836813146,4.1723657308998625
46,26.51201703416769,3.086989226472706
47,25.821602501201767,3.191181428967752
48,28.177851391467797,3.499042855558651
49,24.091175232543197,5.1288886529704705
50,26.17029976088278,3.296751840105579
51,32.180939184806185,5.081264958169085
52,20.93251029955469,4.32179305860545
53,26.302920871934145,3.642798667315938
54,25.48757745484507,3.9926115756640495
55,26.817212711990447,2.972569835700397
56,36.91367094487217,5.024320212775132
57,28.703177669887445,6.823561506858699
58,22.607652744380633,4.144043903161908
59,21.942391082958977,3.6587816266112494
60,23.119184294083297,4.2463269580886225
61,25.84556293400252,3.5265641963970467
62,24.267466645287577,3.815894192477367
63,28.420866706222117,3.5156363557163632
64,25.18622800958817,3.9542817506942143
65,27.08868554401844,2.349803220265356
66,27.04460660327803,2.7963403891007323
67,29.342683691184213,2.919007963242826
68,28.63066275215689,2.667210362170031
69,32.155411403740395,3.8021044384908795
70,26.539939190678002,2.5481550515786697
71,31.90139863470379,3.101684667341119
72,30.925542131578663,2.5967376563366407
73,29.94553644588084,2.801302018501193
74,25.298399064891154,2.5149110462840887
75,22.71471896325137,2.4142543708278312
76,24.36212475254815,3.2344332638787114
77,28.453890956274776,2.424184293443959
78,25.78226694322533,2.6145469838682427
79,19.90761270965091,2.965458979153887
80,27.83474526748139,4.7357086188449635
81,27.054632492859724,4.721554858784928
82,30.37571096398702,3.369037258333113
83,27.436674287301255,3.090417470126058
84,28.937893986083733,2.670185820801625
85,33.00695011193389,2.9329710000060705
86,26.71578680707497,2.5255213173532347
87,27.652835139849955,3.102443849627614
88,25.81944009539945,2.538497690504904
89,22.4540024410793,3.0965546311322774
90,28.178911963039898,2.373142257598213
91,25.56808600070277,3.355481050929827
92,30.217035222494143,2.279935063428541
93,29.22184909964076,3.3479543813438872
94,26.908190454255372,2.7074869736417755
95,25.615145293299836,3.9649193484727157
96,31.740054741654816,3.634958982153447
97,33.353458342945515,3.2354870305605816
98,26.011083297325847,2.8911486541977913
99,36.14563043931044,4.686157309681766
100,22.737845184464955,3.304066482442723
101,28.83799397039193,3.9077992270501984
102,22.759228960521828,3.200983120296901
103,21.74365994737934,2.7119128375634354
104,25.27264224278739,2.4475735757591583
105,26.68246799222334,2.6418177036943855
106,28.134499356189547,3.846996761563932
107,24.178662932351816,3.4541653463898228
108,28.828776371220552,2.855604252254608
109,33.973859040430256,2.883318760298282
110,22.49022640946582,3.2141774889486405
111,28.391367307023067,3.4088599775445423
112,39.01535840074537,2.6562320529472916
113,29.465972820091626,2.375921016068466
114,26.9802565937361,2.873047312776677
115,23.33805429053456,2.6181681987359053
116,29.112352888946685,2.381300069985761
117,32.23781524621561,2.84781807061472
118,35.25527523161429,2.8515589911724915
119,26.22296297618675,2.381950226079828
120,27.350631772111807,3.0045247040981806
121,26.445794269149772,2.6495539868383444
122,31.14022094162126,4.520696230105575
123,22.799845017414096,2.6346576201134693
124,28.856011409661747,3.0196177152017283
125,36.30350407591683,3.5760191536111003
126,26.535305285470617,2.3678423895641303
127,26.032523616524447,4.638316429920552
