Channel,RMS,Sigma
0,7.961904983989711,4.6055802205645335
1,2.3850365091105816,2.3850365091105816
2,3.26639339983299,3.26639339983299
3,3.8396264043152,3.8396264043152
4,2.2911124061088026,2.2911124061088026
5,3.160031872619777,3.160031872619777
6,2.6047097609339955,2.6047097609339955
7,2.36782677465629,2.36782677465629
8,2.9842521365693058,2.9842521365693058
9,2.594718031262377,2.594718031262377
10,2.3566684589726257,2.3566684589726257
11,2.9125158407580303,2.9125158407580303
12,2.3176450878807913,2.3176450878807913
13,2.3392555599489757,2.3392555599489757
14,3.029105789766283,3.029105789766283
15,4.022770982448972,4.022770982448972
16,2.2002496141583845,2.2002496141583845
17,2.4454697543354866,2.4454697543354866
18,2.3913464801932145,2.3913464801932145
19,2.3564895822172325,2.3564895822172325
20,2.4739602364304423,2.4739602364304423
21,2.20251727193694,2.20251727193694
22,2.0342265789323015,2.0342265789323015
23,2.3976739075326337,2.3976739075326337
24,2.038616856904424,2.038616856904424
25,2.3852641861306494,2.3852641861306494
26,3.003566935271119,3.003566935271119
27,2.429890634294886,2.429890634294886
28,2.051095287772354,2.051095287772354
29,2.422852591492439,2.422852591492439
30,2.0442562268276623,2.0442562268276623
31,2.5856901251052813,2.5856901251052813
32,2.6096119533845097,2.6096119533845097
33,3.267446013305294,3.267446013305294
34,3.9981142440367843,3.9981142440367843
35,2.5643335960042655,2.5643335960042655
36,3.4140853550513772,3.4140853550513772
37,4.839671679785582,4.839671679785582
38,2.471443464605022,2.471443464605022
39,3.7603733729431115,3.7603733729431115
40,3.5088028508249525,3.5088028508249525
41,3.756393354873184,3.756393354873184
42,2.5337691411343046,2.5337691411343046
43,2.7906049405851014,2.7906049405851014
44,3.7522658579175365,3.7522658579175365
45,2.64689013942742,2.64689013942742
46,4.982500861118885,4.982500861118885
47,3.0046314517899084,3.0046314517899084
48,2.8345801605606367,2.8345801605606367
49,2.0779345315345403,2.0779345315345403
50,2.064661396956476,2.064661396956476
51,2.1787571966376613,2.1787571966376613
52,2.2840081744414276,2.2840081744414276
53,2.1767935811474834,2.1767935811474834
54,2.0366243070622723,2.0366243070622723
55,2.5394830617741135,2.5394830617741135
56,2.408780033761132,2.408780033761132
57,2.9471024563398625,2.9471024563398625
58,3.135663122553889,3.135663122553889
59,2.270265144897216,2.270265144897216
60,3.3605661720741344,3.3605661720741344
61,3.280295091085222,3.280295091085222
62,2.368516996880356,2.368516996880356
63,2.3964409222234964,2.3964409222234964
64,2.0114459699120935,2.0114459699120935
65,3.679176015892551,3.679176015892551
66,2.1654860367376254,2.1654860367376254
67,2.2548883601687204,2.2548883601687204
68,2.103917936420102,2.103917936420102
69,1.9972414223991894,1.9972414223991894
70,1.955230994394449,1.955230994394449
71,2.137300506335917,2.137300506335917
72,2.1161501356485726,2.1161501356485726
73,3.0120278053907388,3.0120278053907388
74,2.065157709675504,2.065157709675504
75,2.0797751926704997,2.0797751926704997
76,2.0571145400743807,2.0571145400743807
77,2.0727877590083015,2.0727877590083015
78,2.3929451030348994,2.3929451030348994
79,5.7028752868552095,5.7028752868552095
80,4.447108754210729,4.447108754210729
81,2.952207732398191,2.952207732398191
82,3.1170012204247524,3.1170012204247524
83,3.3562338755124888,3.3562338755124888
84,2.617483324655045,2.617483324655045
85,2.6988015709188544,2.6988015709188544
86,2.375355293480928,2.375355293480928
87,3.5806722772039628,3.5806722772039628
88,2.7275144980332597,2.7275144980332597
89,2.543080134251515,2.543080134251515
90,2.339607562343104,2.339607562343104
91,2.6221357964480787,2.6221357964480787
92,3.721043908054621,3.721043908054621
93,2.944171668917707,2.944171668917707
94,2.353148293364798,2.353148293364798
95,3.272810933975518,3.272810933975518
96,2.738881384375654,2.738881384375654
97,2.2251405666081507,2.2251405666081507
98,2.280705615990683,2.280705615990683
99,2.950496094141326,2.950496094141326
100,2.699865143595572,2.699865143595572
101,2.2871889563602497,2.2871889563602497
102,3.1224013987599744,3.1224013987599744
103,2.529388597696332,2.529388597696332
104,2.4142891338014802,2.4142891338014802
105,2.2009030799895744,2.2009030799895744
106,2.0800350293808765,2.0800350293808765
107,2.230589101540833,2.230589101540833
108,2.1392934728502113,2.1392934728502113
109,2.163471367932304,2.163471367932304
110,2.3412803595892413,2.3412803595892413
111,2.144516698645134,2.144516698645134
112,3.453269632215544,3.453269632215544
113,2.4363751939000564,2.4363751939000564
114,2.5838769655149862,2.5838769655149862
115,2.3883206613506194,2.3883206613506194
116,3.343408199083205,3.343408199083205
117,2.870073337727967,2.870073337727967
118,2.470514237021455,2.470514237021455
119,3.3393387751183545,3.3393387751183545
120,2.7334291854270383,2.7334291854270383
121,2.926083806476929,2.926083806476929
122,2.431398804823591,2.431398804823591
123,2.551909354848678,2.551909354848678
124,2.4088534105627315,2.4088534105627315
125,3.578371550722709,3.578371550722709
126,2.6108172041664126,2.6108172041664126
127,2.67598918650489,2.67598918650489
