Channel,RMS,Sigma
0,9.470175568998926,2.4874506708308153
1,2.3578513718802183,2.3578513718802183
2,2.336921398521459,2.336921398521459
3,3.096604217336873,3.096604217336873
4,2.5621011821775963,2.5621011821775963
5,2.476593560532011,2.476593560532011
6,2.3116873353224454,2.3116873353224454
7,2.814163058148456,2.814163058148456
8,3.202178776184739,3.202178776184739
9,2.4346527821205695,2.4346527821205695
10,3.0433237685274657,3.0433237685274657
11,3.6855567759478776,3.6855567759478776
12,2.586884967938221,2.586884967938221
13,2.462285283358093,2.462285283358093
14,2.3287789960914838,2.3287789960914838
15,2.378178128513409,2.378178128513409
16,4.427832882212976,4.427832882212976
17,5.64483259471155,5.64483259471155
18,2.470049937996798,2.470049937996798
19,2.4452008242323746,2.4452008242323746
20,2.4534243555738335,2.4534243555738335
21,4.267109787338979,4.267109787338979
22,3.3100715326046863,3.3100715326046863
23,2.416555925781439,2.416555925781439
24,2.760193988172342,2.760193988172342
25,3.119165374826169,3.119165374826169
26,2.4762548333064354,2.4762548333064354
27,2.565285494754462,2.565285494754462
28,2.419362709938077,2.419362709938077
29,2.5056152036990356,2.5056152036990356
30,2.4595823025129855,2.4595823025129855
31,2.5715096178462247,2.5715096178462247
32,3.6460066757866536,3.6460066757866536
33,2.8116102366648765,2.8116102366648765
34,2.8018027081958836,2.8018027081958836
35,2.834043028842073,2.834043028842073
36,2.625406756922001,2.625406756922001
37,3.758803332085551,3.758803332085551
38,2.574754611195285,2.574754611195285
39,2.767561760998411,2.767561760998411
40,2.542358489961208,2.542358489961208
41,2.5828120540728374,2.5828120540728374
42,2.5394418564686583,2.5394418564686583
43,2.565258966912743,2.565258966912743
44,2.7179375692603167,2.7179375692603167
45,3.2101079840266507,3.2101079840266507
46,2.57135879504403,2.57135879504403
47,2.7012426187326986,2.7012426187326986
48,5.425531130806669,5.425531130806669
49,4.423789799311061,4.423789799311061
50,2.2904648579522062,2.2904648579522062
51,2.5334756321768426,2.5334756321768426
52,2.841205305937493,2.841205305937493
53,2.28242161862995,2.28242161862995
54,2.194504873185187,2.194504873185187
55,2.3420711098854228,2.3420711098854228
56,3.7149285343750162,3.7149285343750162
57,2.990682541285778,2.990682541285778
58,3.798825172413019,3.798825172413019
59,2.6657260651830166,2.6657260651830166
60,2.9107845199678413,2.9107845199678413
61,3.5234489757506267,3.5234489757506267
62,2.7013993201554363,2.7013993201554363
63,2.585347733119727,2.585347733119727
64,3.2247189815145805,3.2247189815145805
65,2.651745032169402,2.651745032169402
66,2.4552874754818315,2.4552874754818315
67,2.5100469456431047,2.5100469456431047
68,2.815424378557891,2.815424378557891
69,3.3846293436414454,3.3846293436414454
70,2.383446431969596,2.383446431969596
71,2.743631651794647,2.743631651794647
72,2.7630974235252146,2.7630974235252146
73,2.4338286929969954,2.4338286929969954
74,3.322624382704043,3.322624382704043
75,2.4670877629249084,2.4670877629249084
76,2.73188541755533,2.73188541755533
77,2.456440585778317,2.456440585778317
78,3.039655467116272,3.039655467116272
79,3.1450639929173154,3.1450639929173154
80,3.8553005343553064,3.8553005343553064
81,5.582471523683552,5.582471523683552
82,3.244639804211555,3.244639804211555
83,3.1812721618936024,3.1812721618936024
84,3.2474259947317043,3.2474259947317043
85,2.7571599492126455,2.7571599492126455
86,3.506743095236822,3.506743095236822
87,4.383356044947671,4.383356044947671
88,3.867031757706352,3.867031757706352
89,2.9306237933808683,2.9306237933808683
90,3.206675763207798,3.206675763207798
91,2.913137554714532,2.913137554714532
92,5.018712890799659,5.018712890799659
93,2.690903834792681,2.690903834792681
94,3.5304062361159625,3.5304062361159625
95,2.938123983386104,2.938123983386104
96,2.679747153054602,2.679747153054602
97,4.3867557308145155,4.3867557308145155
98,3.026635104190086,3.026635104190086
99,2.5674797346562457,2.5674797346562457
100,2.6886148850907468,2.6886148850907468
101,3.7218216165599154,3.7218216165599154
102,2.7044128584415335,2.7044128584415335
103,2.5609892530612615,2.5609892530612615
104,2.754860252822635,2.754860252822635
105,3.3403615877850608,3.3403615877850608
106,2.46202950980733,2.46202950980733
107,2.7708076684531235,2.7708076684531235
108,2.914253040952028,2.914253040952028
109,2.734774429425578,2.734774429425578
110,3.4491865023267048,3.4491865023267048
111,2.5325213274259486,2.5325213274259486
112,2.2453922414137155,2.2453922414137155
113,2.79514431555687,2.79514431555687
114,2.8152607757783525,2.8152607757783525
115,2.2148961468845605,2.2148961468845605
116,3.142303318802881,3.142303318802881
117,3.455613279388118,3.455613279388118
118,3.4315875718006663,3.4315875718006663
119,2.1501145022944197,2.1501145022944197
120,3.1916829020975643,3.1916829020975643
121,2.530739425992182,2.530739425992182
122,2.372967124503814,2.372967124503814
123,2.283318167921648,2.283318167921648
124,2.171182867211311,2.171182867211311
125,2.3998017932180256,2.3998017932180256
126,2.9415456311215196,2.9415456311215196
127,2.3399300102133456,2.3399300102133456
