Channel,RMS,Sigma
0,28.72865391088176,2.5747965623771787
1,27.168888877903534,2.662847149572298
2,26.781628861274488,3.1529906323053933
3,30.658171848437284,3.3546656234684855
4,57.00653368661748,3.625492256943773
5,32.0235402873975,3.1387441783822214
6,24.040306847944073,2.5730575570221905
7,28.044487870741612,4.217791493224561
8,23.872096102584877,2.716424460554757
9,27.340661131701694,2.634523095450588
10,23.861875148297962,2.7995811503702965
11,29.568426303248277,2.7062756671496673
12,28.02560724313946,2.697538248440371
13,25.9240842898,2.412152656835038
14,26.629167038873018,2.8868158527227648
15,34.66072257171762,2.712471763059097
16,25.99528675557818,3.8522065362848235
17,34.408954227134295,13.450107410281463
18,33.709737747211534,9.03679517357952
19,31.80661463120555,3.25940678922822
20,31.728729944542188,14.797121566762296
21,27.199859018556936,9.119329098605563
22,29.090343497638937,9.321352459709788
23,30.414073692114826,12.378088526504653
24,27.01311899991197,7.310751227544165
25,28.332002332645455,3.938273453799891
26,25.550217866149094,9.29515316448291
27,35.725224291403045,9.419653386482947
28,30.28016965960736,11.411117160641577
29,26.59507736674634,12.08809397367026
30,27.917327271918122,7.441533755596333
31,42.218360431271286,6.475006682261978
32,24.829346493033682,3.1029500721690306
33,27.42908448232023,3.190028592976598
34,27.297706465830125,3.3551530729401837
35,28.509742957953264,5.807189530963422
36,29.845058171206418,4.717466021037775
37,29.013827509210834,5.735358943707768
38,28.258424171732752,4.588214827126033
39,23.067524131143404,7.017989506241099
40,29.185192538780328,4.110148641547851
41,53.20814522567971,3.375834204183568
42,30.112211263692576,3.9349946656116166
43,32.387186176799,5.207886906969702
44,27.395593359555953,5.79790323622289
45,26.696496175762444,2.8010629976311465
46,20.8494471051859,3.665130459421578
47,25.305397633235852,5.361540827767954
48,28.471865960694608,6.538862658716689
49,23.18885242147381,3.9795410814080987
50,26.91494589662579,4.020145542585401
51,32.89674658490921,5.7364316191249625
52,24.242384228322734,2.6764402349432186
53,22.756011607673422,3.009567534625902
54,28.481663039090854,4.118524054828609
55,25.889458097734003,3.922696586470845
56,40.85215175184841,3.4596337692798547
57,29.224672473504544,4.2571964454036415
58,27.747347308691754,3.5617932650892494
59,27.4759020998049,4.378380113377751
60,28.419597645291105,4.525722144528506
61,24.2768820230069,4.896242201624157
62,24.112107200440082,3.3154142396767763
63,29.290705294058327,3.4927340958729416
64,31.19309496412008,2.884463107103553
65,28.41286289718531,2.768087413633395
66,20.745604552363613,2.887859181593173
67,29.07723802499982,3.627918547980332
68,25.5805821862043,2.436502677118855
69,36.24048506355197,3.6004297151105167
70,26.601945299338386,2.5536680232763014
71,30.733324326937527,2.9952676626771573
72,29.56163377206861,2.6673329582065164
73,33.368994372704556,3.154081507669347
74,27.76881573810128,3.035069799052644
75,26.296027751130083,2.4483693301721785
76,28.13722977574999,2.8886084624340937
77,32.65753371276074,2.609783825222268
78,25.46597971731334,2.605150324566745
79,27.13550166013941,2.8578846693641218
80,26.748893514257347,4.458842589059353
81,21.41613079700204,3.419266157397757
82,24.750963138733134,3.8008472113672505
83,25.27163244099848,3.626071737211608
84,30.08835662010359,2.9920210419185875
85,29.101522677749006,4.654422368255597
86,22.533140492662124,3.7671836335770066
87,22.527968956203917,3.062226580586011
88,24.43388162275957,3.1410886999386634
89,23.771647076668128,3.211533462866899
90,25.73773423009163,2.9406123990283843
91,22.283413841700675,2.783735138193244
92,24.662973769578475,3.0064064268741153
93,28.480802647240065,3.380644727502697
94,24.97937630460093,4.381626153936713
95,26.0297582093309,3.2699319485465512
96,32.734610413837395,3.1777040393261613
97,35.487963252529966,3.383238536707099
98,25.470451889562796,2.669400350083433
99,31.98569946912672,3.551608383391048
100,27.719825165932658,5.1906122057618465
101,25.083318920630123,3.6031830575732378
102,26.579377050902583,2.9668539863061243
103,23.74233270419963,5.980274587915924
104,26.3073642897648,3.9676877679204714
105,22.81672678298498,3.4270055841784686
106,28.291074185506837,3.3100832908858826
107,25.285943827787456,5.354714063408015
108,27.297570259659253,2.915843415674101
109,53.7336536542086,3.470471600763291
110,27.01455098288167,6.163320013259911
111,29.330156920272124,3.8936990466959838
112,33.73944739056172,3.4003937419905066
113,27.69140263386182,2.338772184818418
114,25.311605541854647,3.1757441205040777
115,27.37023592539974,2.8979747264812294
116,25.55610645402767,2.5022263437276706
117,28.555321069968695,4.843519257774147
118,32.847280633822635,3.865222529133957
119,22.899432498371,2.780661689172688
120,26.921549039074275,2.947362067785756
121,31.10457220860888,2.6169162742346535
122,27.291582908498302,2.259774369230639
123,27.954026279863072,2.459127824339795
124,27.079446419780876,2.674958695529724
125,32.90523323174973,2.476118406689955
126,26.68409602863827,3.543445120963045
127,29.06351472516735,3.683568826205921
