Channel,RMS,Sigma
0,2.6038045109621026,2.6038045109621026
1,2.662352261788486,2.662352261788486
2,2.4117672275816737,2.4117672275816737
3,2.400061990780542,2.400061990780542
4,2.367750967906237,2.367750967906237
5,3.1526701350633752,3.1526701350633752
6,2.8049200543825776,2.8049200543825776
7,2.3368529946303287,2.3368529946303287
8,2.386077243423629,2.386077243423629
9,2.3375098430598644,2.3375098430598644
10,2.620349678342073,2.620349678342073
11,2.746121327789196,2.746121327789196
12,2.5365104674923864,2.5365104674923864
13,2.351783914270543,2.351783914270543
14,2.4875692574952435,2.4875692574952435
15,3.550681768522294,3.550681768522294
16,2.773749395868745,2.773749395868745
17,3.79011911071905,3.79011911071905
18,2.430693951098688,2.430693951098688
19,2.34367266433296,2.34367266433296
20,2.3716219323935666,2.3716219323935666
21,4.066763206974677,4.066763206974677
22,2.54388333900239,2.54388333900239
23,2.35719069147601,2.35719069147601
24,2.4119488481222424,2.4119488481222424
25,2.4009448754857785,2.4009448754857785
26,2.3998713901162527,2.3998713901162527
27,2.4501204874301568,2.4501204874301568
28,2.7423380889951288,2.7423380889951288
29,2.444785803533937,2.444785803533937
30,2.3665787124122364,2.3665787124122364
31,2.3789286745607514,2.3789286745607514
32,2.949404300779205,2.949404300779205
33,2.6070829855667896,2.6070829855667896
34,2.9565258439554447,2.9565258439554447
35,2.601282833434995,2.601282833434995
36,3.7218681946070413,3.7218681946070413
37,2.738142586829756,2.738142586829756
38,2.5160514848563538,2.5160514848563538
39,3.1942169176137645,3.1942169176137645
40,2.508786509961273,2.508786509961273
41,3.292887815148052,3.292887815148052
42,5.212637181623689,5.212637181623689
43,4.163239110689647,4.163239110689647
44,3.0155146028766713,3.0155146028766713
45,2.7448150754296123,2.7448150754296123
46,4.214192642110238,4.214192642110238
47,4.262256324803142,4.262256324803142
48,2.4206445498629714,2.4206445498629714
49,3.7287381589714435,3.7287381589714435
50,2.500114251912993,2.500114251912993
51,2.6521667662554282,2.6521667662554282
52,2.4445118006366853,2.4445118006366853
53,2.4266204522173114,2.4266204522173114
54,2.415723012695374,2.415723012695374
55,3.4379446526974147,3.4379446526974147
56,2.4553113534290043,2.4553113534290043
57,2.496914276571636,2.496914276571636
58,2.812216668683724,2.812216668683724
59,2.6233419038812102,2.6233419038812102
60,2.658014745013557,2.658014745013557
61,2.639302486569012,2.639302486569012
62,2.842973888939226,2.842973888939226
63,2.839511433288951,2.839511433288951
64,2.5268908497785287,2.5268908497785287
65,2.3140800622852895,2.3140800622852895
66,2.2719725903997934,2.2719725903997934
67,2.596356192598722,2.596356192598722
68,2.3100281571995107,2.3100281571995107
69,2.305073928474756,2.305073928474756
70,2.555102577468711,2.555102577468711
71,2.676929232773056,2.676929232773056
72,3.4681013892695267,3.4681013892695267
73,2.346799398596621,2.346799398596621
74,3.102508066275978,3.102508066275978
75,3.0487101663542497,3.0487101663542497
76,3.426837790157546,3.426837790157546
77,2.6998292745048285,2.6998292745048285
78,2.4989405594165266,2.4989405594165266
79,2.3872639683239605,2.3872639683239605
80,3.7467699213445753,3.7467699213445753
81,3.2705868984535234,3.2705868984535234
82,3.0981833344380334,3.0981833344380334
83,2.8456824347192344,2.8456824347192344
84,2.738060380569809,2.738060380569809
85,2.5468220464304716,2.5468220464304716
86,2.5427253375734113,2.5427253375734113
87,3.4055481841364537,3.4055481841364537
88,2.975322974239527,2.975322974239527
89,2.310076483309345,2.310076483309345
90,2.3518103724599686,2.3518103724599686
91,2.4834273105589766,2.4834273105589766
92,2.406232437244139,2.406232437244139
93,2.5226735937911977,2.5226735937911977
94,2.4852375887018114,2.4852375887018114
95,2.5797538267150886,2.5797538267150886
96,2.3995104866167085,2.3995104866167085
97,2.5856132776679512,2.5856132776679512
98,3.378738635165119,3.378738635165119
99,2.652034831999379,2.652034831999379
100,2.4800260806558505,2.4800260806558505
101,2.5781128860352363,2.5781128860352363
102,3.312459333839051,3.312459333839051
103,2.5551109506702256,2.5551109506702256
104,2.446543468940573,2.446543468940573
105,2.490960568159328,2.490960568159328
106,3.200481917361255,3.200481917361255
107,2.552265803661382,2.552265803661382
108,2.613221430401754,2.613221430401754
109,2.559346275298698,2.559346275298698
110,2.477239047976051,2.477239047976051
111,2.4636417113403186,2.4636417113403186
112,3.0313030161250007,3.0313030161250007
113,2.5043346344429587,2.5043346344429587
114,2.725995625655932,2.725995625655932
115,2.5975240514885405,2.5975240514885405
116,2.1517996371330854,2.1517996371330854
117,2.707451002219753,2.707451002219753
118,2.283479290816195,2.283479290816195
119,2.252646689016378,2.252646689016378
120,2.2800273062490657,2.2800273062490657
121,4.248963347706483,4.248963347706483
122,2.275224066287644,2.275224066287644
123,2.3768027174947677,2.3768027174947677
124,2.771835998703725,2.771835998703725
125,2.3087908424672827,2.3087908424672827
126,3.2716334999240635,3.2716334999240635
127,2.2908016957771973,2.2908016957771973
