Channel,RMS,Sigma
0,13.108951356678805,2.5373074965860516
1,2.2074819229105245,2.2074819229105245
2,2.1422392840128164,2.1422392840128164
3,2.434336251626573,2.434336251626573
4,2.4432532624729046,2.4432532624729046
5,2.8205661617687023,2.8205661617687023
6,3.5525821188092634,3.5525821188092634
7,2.378892850689871,2.378892850689871
8,2.084840775359274,2.084840775359274
9,2.148146767290666,2.148146767290666
10,2.301881433806454,2.301881433806454
11,2.7466161104186546,2.7466161104186546
12,2.893144022775517,2.893144022775517
13,2.100627287299183,2.100627287299183
14,4.755344376203964,4.755344376203964
15,3.2689373972957263,3.2689373972957263
16,3.0653575062234006,3.0653575062234006
17,2.40938505239414,2.40938505239414
18,2.0315225738993115,2.0315225738993115
19,2.345000265148594,2.345000265148594
20,2.332129879797085,2.332129879797085
21,2.280385159232861,2.280385159232861
22,2.0890656834845704,2.0890656834845704
23,2.4824687659689233,2.4824687659689233
24,2.2673191186238135,2.2673191186238135
25,3.16114137434189,3.16114137434189
26,2.046655360520901,2.046655360520901
27,2.749843024653152,2.749843024653152
28,1.998706246702184,1.998706246702184
29,2.813411342782324,2.813411342782324
30,2.877063432367725,2.877063432367725
31,2.3800716122926175,2.3800716122926175
32,2.5026157360318364,2.5026157360318364
33,2.5138470986939216,2.5138470986939216
34,2.636869577935133,2.636869577935133
35,5.310439658781691,5.310439658781691
36,2.5437152468933504,2.5437152468933504
37,2.643885275711385,2.643885275711385
38,2.4132931367241848,2.4132931367241848
39,2.3456965342372174,2.3456965342372174
40,3.2552842516316556,3.2552842516316556
41,2.687470576927563,2.687470576927563
42,3.0315987173509997,3.0315987173509997
43,2.758755010641788,2.758755010641788
44,3.154013601317454,3.154013601317454
45,2.803503363789878,2.803503363789878
46,2.4377806605099925,2.4377806605099925
47,2.471358329719545,2.471358329719545
48,9.664961741752467,2.4267845700107733
49,9.676124826060843,2.518593535922264
50,10.18805074365362,4.101645132245746
51,9.96384515492724,3.5429963447785715
52,10.466353855128602,4.861338702924839
53,9.703355894815129,2.5368698197104593
54,9.664493030585348,2.2749886412114635
55,9.98030801432958,3.530551082083381
56,9.704305305381437,2.6080266293623486
57,9.744511697099242,2.6481081757902736
58,9.63134604467276,2.3376019664575223
59,10.064149625831043,3.662204160208903
60,10.245197764575023,4.142208484301496
61,9.808393027936326,2.932136244302297
62,9.629072716293665,2.5122393468531516
63,9.631832665667321,2.48661575794612
64,2.3305594305228157,2.3305594305228157
65,2.891338729595808,2.891338729595808
66,2.6728898736800333,2.6728898736800333
67,3.37094630526284,3.37094630526284
68,2.185870604161595,2.185870604161595
69,3.603378852515191,3.603378852515191
70,2.160408195263146,2.160408195263146
71,2.3564406159315916,2.3564406159315916
72,2.1918803944514846,2.1918803944514846
73,2.3728164057383996,2.3728164057383996
74,3.0309469650501235,3.0309469650501235
75,2.934801039743119,2.934801039743119
76,4.09726916434171,4.09726916434171
77,3.4754435700564774,3.4754435700564774
78,2.8847177806513695,2.8847177806513695
79,2.920197412431028,2.920197412431028
80,3.963179382568331,3.963179382568331
81,3.045917804698769,3.045917804698769
82,3.072580626233029,3.072580626233029
83,2.577895261868111,2.577895261868111
84,4.043721754661414,4.043721754661414
85,2.5062500352031196,2.5062500352031196
86,2.7013352998858755,2.7013352998858755
87,3.3443530795614005,3.3443530795614005
88,4.457356764917106,4.457356764917106
89,2.4898511816317397,2.4898511816317397
90,2.747551115722952,2.747551115722952
91,3.2606370079715403,3.2606370079715403
92,2.6337349259302245,2.6337349259302245
93,2.758375380129513,2.758375380129513
94,2.7983508264142705,2.7983508264142705
95,3.47869398107668,3.47869398107668
96,2.5039638373411353,2.5039638373411353
97,2.5028062390982178,2.5028062390982178
98,2.5914883351059053,2.5914883351059053
99,2.79607511365054,2.79607511365054
100,2.511677391615453,2.511677391615453
101,3.936285025655734,3.936285025655734
102,2.8313886809199236,2.8313886809199236
103,2.4838194333199257,2.4838194333199257
104,3.549187514583879,3.549187514583879
105,2.4727090873819266,2.4727090873819266
106,2.487340547718941,2.487340547718941
107,2.5045044243711874,2.5045044243711874
108,3.3778626901029387,3.3778626901029387
109,2.6965381073033403,2.6965381073033403
110,2.462492437746559,2.462492437746559
111,2.6503695175580284,2.6503695175580284
112,3.782830821409294,3.782830821409294
113,3.4899881017983603,3.4899881017983603
114,3.1929723492659714,3.1929723492659714
115,3.6902045901828213,3.6902045901828213
116,5.962659887883104,5.962659887883104
117,3.4051600505951534,3.4051600505951534
118,3.2195283979569833,3.2195283979569833
119,4.006359291585437,4.006359291585437
120,3.4181488832659266,3.4181488832659266
121,3.7637971488286377,3.7637971488286377
122,3.1540470283217314,3.1540470283217314
123,3.7071872603104383,3.7071872603104383
124,3.2923987381496067,3.2923987381496067
125,3.5802741101088604,3.5802741101088604
126,3.35980436623509,3.35980436623509
127,4.27069373052147,4.27069373052147
