Channel,RMS,Sigma
0,2.2716634128135578,2.2716634128135578
1,2.3210812267948344,2.3210812267948344
2,3.4106217052744388,3.4106217052744388
3,2.215925488468069,2.215925488468069
4,2.537562827530193,2.537562827530193
5,2.5533979174618846,2.5533979174618846
6,2.8794383254764258,2.8794383254764258
7,3.3409884668012206,3.3409884668012206
8,2.1624102883275715,2.1624102883275715
9,2.287443271838363,2.287443271838363
10,2.716357494318546,2.716357494318546
11,2.4006844599278296,2.4006844599278296
12,4.110263586189436,4.110263586189436
13,2.481769750254944,2.481769750254944
14,2.5374061295600336,2.5374061295600336
15,2.7687011149376723,2.7687011149376723
16,2.3462999137048315,2.3462999137048315
17,2.087417485159192,2.087417485159192
18,2.09662291200448,2.09662291200448
19,4.08271040437637,4.08271040437637
20,2.2645286837307865,2.2645286837307865
21,2.09992532743643,2.09992532743643
22,2.1713962567984835,2.1713962567984835
23,2.216341191210564,2.216341191210564
24,2.106922834581412,2.106922834581412
25,2.72465489836286,2.72465489836286
26,3.2634315996352785,3.2634315996352785
27,3.863404560334861,3.863404560334861
28,2.535992454400078,2.535992454400078
29,2.804776133841878,2.804776133841878
30,2.087372011251114,2.087372011251114
31,3.3332987100782874,3.3332987100782874
32,2.831788898651983,2.831788898651983
33,3.3804306890471625,3.3804306890471625
34,3.859874097141379,3.859874097141379
35,3.221334205659265,3.221334205659265
36,2.9194159938783737,2.9194159938783737
37,4.3040782443579575,4.3040782443579575
38,3.433066538648504,3.433066538648504
39,5.748097626638113,5.748097626638113
40,2.9970693615117487,2.9970693615117487
41,2.73531611090879,2.73531611090879
42,2.7204384124691243,2.7204384124691243
43,2.7663409176134346,2.7663409176134346
44,2.9956468419677473,2.9956468419677473
45,2.7292499113978286,2.7292499113978286
46,3.3349025275809354,3.3349025275809354
47,3.0088228003042867,3.0088228003042867
48,2.4082175510868646,2.4082175510868646
49,2.361638400464908,2.361638400464908
50,2.9301909570558275,2.9301909570558275
51,5.074411200490683,5.074411200490683
52,2.4233735048209897,2.4233735048209897
53,2.1482348228882016,2.1482348228882016
54,2.1280081040125363,2.1280081040125363
55,3.196696469992142,3.196696469992142
56,2.338552843773243,2.338552843773243
57,2.924147886425819,2.924147886425819
58,2.233332917267238,2.233332917267238
59,3.9770358910002304,3.9770358910002304
60,2.588919962510187,2.588919962510187
61,2.7949802525026377,2.7949802525026377
62,3.262307476588358,3.262307476588358
63,4.6828756055843295,4.6828756055843295
64,2.434681544675109,2.434681544675109
65,2.547395086681598,2.547395086681598
66,3.3912068981987655,3.3912068981987655
67,2.637831272423855,2.637831272423855
68,2.3675119440112047,2.3675119440112047
69,3.1940397402484497,3.1940397402484497
70,2.489689768190899,2.489689768190899
71,2.483951208556432,2.483951208556432
72,2.3370832359009714,2.3370832359009714
73,3.9144566290674763,3.9144566290674763
74,2.8660177000661937,2.8660177000661937
75,3.4065659849469037,3.4065659849469037
76,2.474807635463845,2.474807635463845
77,2.5242049515389255,2.5242049515389255
78,5.330403223085549,5.330403223085549
79,2.7096192059906468,2.7096192059906468
80,3.9619271194421897,3.9619271194421897
81,3.847347030649458,3.847347030649458
82,3.688888812429276,3.688888812429276
83,3.164047463553903,3.164047463553903
84,4.613205558221674,4.613205558221674
85,2.7109174510262335,2.7109174510262335
86,2.46407831349247,2.46407831349247
87,2.535641565920736,2.535641565920736
88,2.465659530629208,2.465659530629208
89,2.3042918583036163,2.3042918583036163
90,2.9800447637332335,2.9800447637332335
91,2.4386505950307082,2.4386505950307082
92,2.529348217258948,2.529348217258948
93,3.1960346790171417,3.1960346790171417
94,2.519163017417965,2.519163017417965
95,2.5944411612152822,2.5944411612152822
96,2.072735321009362,2.072735321009362
97,2.5183121157807906,2.5183121157807906
98,3.216142046181774,3.216142046181774
99,1.930206303832907,1.930206303832907
100,2.496360497936941,2.496360497936941
101,1.9277040612070873,1.9277040612070873
102,2.760227106164373,2.760227106164373
103,2.066093442286287,2.066093442286287
104,2.3548636480826346,2.3548636480826346
105,2.493305628721731,2.493305628721731
106,2.573230095749368,2.573230095749368
107,2.01704695373194,2.01704695373194
108,2.3975540350464835,2.3975540350464835
109,4.674545920987826,4.674545920987826
110,3.4385724229970887,3.4385724229970887
111,2.274373526705612,2.274373526705612
112,3.3876654886386897,3.3876654886386897
113,2.449827299914324,2.449827299914324
114,2.5262626406243687,2.5262626406243687
115,2.4413886235465276,2.4413886235465276
116,3.0932527276756843,3.0932527276756843
117,2.552087291869963,2.552087291869963
118,2.415213150866151,2.415213150866151
119,2.450896679578046,2.450896679578046
120,2.3580881704699332,2.3580881704699332
121,2.6326099668450147,2.6326099668450147
122,2.3977894909283783,2.3977894909283783
123,2.533627856544396,2.533627856544396
124,2.3941568750814537,2.3941568750814537
125,3.5019433084035323,3.5019433084035323
126,2.931022577626835,2.931022577626835
127,2.4667449400896544,2.4667449400896544
