Channel,RMS,Sigma
0,33.58309178535597,3.0810970273399363
1,26.21035017037497,3.5449938870340594
2,32.43785921869261,3.000579972898252
3,28.319706987263018,3.2478986924212383
4,25.666818726736285,2.72970129840017
5,29.201936592196606,2.8811675478579613
6,25.749784756648303,3.4579169079970384
7,44.111547465135345,2.3638876169463305
8,25.247595788423283,2.697656845693974
9,27.046168219217318,3.896757808431653
10,25.966413678030076,2.4476539514032547
11,26.93689905371899,2.876218360005923
12,27.65723460688155,3.3343847371716127
13,27.234274777337056,4.08348495110851
14,39.11310967585411,3.1253017216227104
15,26.94509394012068,2.6256417193360773
16,24.36418256102118,4.2436444543665575
17,26.360632134547476,4.005162110172327
18,25.926840209621187,2.473625900275199
19,20.296153908757926,2.5351957940554146
20,26.95339269091749,2.3237629111557947
21,26.71603802721509,2.894945356368056
22,23.58733760444391,2.4191413113612175
23,25.59226492356254,4.3705465635472995
24,28.0885081147501,4.851560108518174
25,22.8468732089304,2.442329035116281
26,29.025811531436357,3.1693497910476407
27,27.051916532142076,2.594350436269578
28,22.468131594342303,3.917239024442301
29,30.569747920514814,2.764966831995324
30,31.649192603087233,3.301189644873836
31,27.720373143355264,2.9514481049611785
32,27.944418398550535,3.2767012996670646
33,30.58272608833159,2.8705317687308884
34,25.184833138759068,3.4609832874689017
35,24.13789927003518,3.2670407303349402
36,26.171685788988682,2.7931976221867996
37,29.013135924042956,2.7311394252306984
38,27.230289698455216,2.769034525648372
39,27.47155037656664,2.8970509027470914
40,20.74154540432686,2.6224149281609415
41,26.825968274470767,2.9535719607846223
42,26.244375160095604,4.651888918617214
43,25.21154908272231,2.810469046040181
44,27.755426229013587,2.965275983598388
45,25.72287158328995,3.0677806959265728
46,34.65700641937071,3.0664823774019125
47,29.167906290350427,2.900607455892805
48,23.29703444671441,2.66462176745674
49,21.841004939402836,2.6865736240515545
50,30.810455570613897,2.8480548363453084
51,22.83329401399972,3.2034637830604993
52,23.16978167499419,2.7622266344098856
53,23.800119107089245,2.4926384102216477
54,24.724923873351663,2.779886559888288
55,24.374653290020852,2.4750385641426327
56,23.480057821335517,3.172392350212516
57,49.28589934430718,2.787375572153682
58,23.475202340118866,2.6329135087717956
59,24.88997946249406,3.429881549541933
60,24.107162287225776,3.743717721006279
61,26.03214157053164,3.0843299686526877
62,28.674421563863465,2.54257879085124
63,23.588177547839955,2.80041007261062
64,45.621030619883285,3.9759542157457926
65,25.315643208027037,2.4084691726180787
66,26.343234187698872,3.1274589534008768
67,29.930819206459603,3.529130701468554
68,34.18389723568839,3.3143518563182934
69,25.54011437589378,4.619169909387667
70,37.51930291871386,3.081948695265734
71,27.659932233166494,2.383468393862228
72,27.281567511183265,3.1852067252157363
73,34.34159419276359,2.277840321032451
74,22.910063458910848,2.360103137110921
75,25.23248282528559,2.418518808307802
76,26.091612724881106,4.1798167437877
77,30.817676142500307,2.434227124830581
78,23.523718124000546,2.331350308566918
79,24.48865740124323,5.595897556056676
80,28.477973761345677,4.198003204231999
81,30.94491190528234,3.458393453858564
82,22.77579416517085,3.680525036303133
83,31.87715442236755,2.9363872777010305
84,27.80017472748589,2.747389057383729
85,26.307847577395577,2.5318776474998965
86,25.637203185049284,3.973274698928419
87,27.989771499068134,2.503677339019681
88,22.95931325031422,2.542136545712785
89,27.08077652690389,2.6715488145155812
90,20.723510682954974,2.411534918183792
91,31.15964026781762,2.5278110918910492
92,28.730732643105984,3.0164354827186473
93,21.9912817640377,3.329321886381547
94,23.81318646405237,2.9143144334493756
95,21.463181937640854,2.6756707620222646
96,24.565530034619023,2.256503515086354
97,31.366723524579243,2.3118367430021727
98,30.666670082594713,3.7085384598685303
99,35.252736024924,2.9365779038477373
100,23.259597950338108,3.0501869330089946
101,25.62268380852614,2.2734720854088786
102,22.776850876997067,2.562382256978796
103,26.132081238689405,3.2324817312162235
104,48.75222196376717,2.3379938535130402
105,25.985143667401225,2.3711787669402975
106,24.47433690336609,4.812313256860607
107,26.83004292778315,3.5514412798353288
108,28.149153345958428,2.4786445804090524
109,27.652198872534196,2.5811077340502906
110,26.189953469637633,2.309299081725724
111,38.04262981638327,2.797154590801466
112,28.00145000539623,2.720630765759018
113,23.484519936917028,2.4129271588781904
114,25.042651016153748,2.562959551075233
115,27.717296978867587,2.3729551248755407
116,27.61666749014447,3.063189561384499
117,22.949935328057922,2.3062015565310023
118,31.164766110101592,2.673417808648239
119,27.990857403567677,2.961251809914877
120,20.564122834864804,2.2467007774957053
121,38.29707623646409,2.706442999746756
122,27.082918861535113,3.0830528151152263
123,25.367066799938435,2.4170920288362185
124,25.53174778986345,2.307901787734073
125,25.294804228764875,2.9583177251332753
126,26.193243489643997,2.7362792926686135
127,46.559677776347556,2.5271024738411545
