Channel,RMS,Sigma
0,9.566003210063476,2.5323594501507727
1,2.3537999092713418,2.3537999092713418
2,2.8881217953208247,2.8881217953208247
3,2.259106871312376,2.259106871312376
4,2.2251323798439633,2.2251323798439633
5,2.5021880049032634,2.5021880049032634
6,2.2072578239879794,2.2072578239879794
7,2.4700166693304735,2.4700166693304735
8,2.7753782355067314,2.7753782355067314
9,2.730133825172599,2.730133825172599
10,2.3806937847559695,2.3806937847559695
11,2.2569091903068665,2.2569091903068665
12,2.952340521528899,2.952340521528899
13,2.226352858777682,2.226352858777682
14,2.146819977577078,2.146819977577078
15,2.909029271483116,2.909029271483116
16,3.0819727052603674,3.0819727052603674
17,3.0223365954669332,3.0223365954669332
18,2.373136525280485,2.373136525280485
19,2.795494640775817,2.795494640775817
20,2.925114865217188,2.925114865217188
21,2.3296534175407895,2.3296534175407895
22,2.796439112465986,2.796439112465986
23,2.4876262017849906,2.4876262017849906
24,2.7836708826470535,2.7836708826470535
25,2.8439016107584143,2.8439016107584143
26,2.7676940994342316,2.7676940994342316
27,3.5280256564388317,3.5280256564388317
28,2.88450831275475,2.88450831275475
29,2.511938037698339,2.511938037698339
30,2.4187447445264634,2.4187447445264634
31,2.8761126943030684,2.8761126943030684
32,2.490541402545579,2.490541402545579
33,2.5658955205206144,2.5658955205206144
34,2.597045048545513,2.597045048545513
35,3.0213817113569514,3.0213817113569514
36,2.6726508356439123,2.6726508356439123
37,2.902130061127371,2.902130061127371
38,2.75030633259427,2.75030633259427
39,3.282288323353911,3.282288323353911
40,2.431020632011976,2.431020632011976
41,2.4446012261412164,2.4446012261412164
42,3.089648817174393,3.089648817174393
43,2.6840654378133073,2.6840654378133073
44,2.448452658061321,2.448452658061321
45,3.177371890855262,3.177371890855262
46,2.609147002421857,2.609147002421857
47,2.4668444390278403,2.4668444390278403
48,2.855715979310311,2.855715979310311
49,4.11160837631588,4.11160837631588
50,2.6469032815692364,2.6469032815692364
51,3.4564798373778562,3.4564798373778562
52,3.099050173482393,3.099050173482393
53,2.748447555390543,2.748447555390543
54,2.7456227239689155,2.7456227239689155
55,2.578294629135471,2.578294629135471
56,3.806529987568369,3.806529987568369
57,5.015558153652592,5.015558153652592
58,3.2956100261228793,3.2956100261228793
59,2.6822044881750777,2.6822044881750777
60,2.7555228611860105,2.7555228611860105
61,2.761094778946799,2.761094778946799
62,3.1526165870061407,3.1526165870061407
63,2.8719110277089617,2.8719110277089617
64,2.87072092371189,2.87072092371189
65,2.286250695414448,2.286250695414448
66,2.727791671023945,2.727791671023945
67,2.762621211248798,2.762621211248798
68,2.2653978962743295,2.2653978962743295
69,2.9725123674947698,2.9725123674947698
70,2.3439467968073804,2.3439467968073804
71,2.8168994540465877,2.8168994540465877
72,2.3922685331977425,2.3922685331977425
73,2.4715825137224257,2.4715825137224257
74,2.241931101072761,2.241931101072761
75,2.32008461037049,2.32008461037049
76,2.661882502409649,2.661882502409649
77,2.3485905915099963,2.3485905915099963
78,2.6530352642567068,2.6530352642567068
79,2.3742114045690106,2.3742114045690106
80,4.217487287410812,4.217487287410812
81,4.322147738366265,4.322147738366265
82,3.16223533407562,3.16223533407562
83,2.9257292380646387,2.9257292380646387
84,2.569359605818996,2.569359605818996
85,2.55006729819689,2.55006729819689
86,2.5641181878856525,2.5641181878856525
87,2.8196266598800213,2.8196266598800213
88,2.384043956708346,2.384043956708346
89,2.5669612475009704,2.5669612475009704
90,2.315945457663457,2.315945457663457
91,2.871324417738931,2.871324417738931
92,2.363179465642192,2.363179465642192
93,2.8873369340485557,2.8873369340485557
94,2.588345440456081,2.588345440456081
95,3.4971909941302854,3.4971909941302854
96,2.3592079838974818,2.3592079838974818
97,2.516470124940844,2.516470124940844
98,2.328406080643857,2.328406080643857
99,3.455084533106827,3.455084533106827
100,2.4035648054484318,2.4035648054484318
101,2.678444093674812,2.678444093674812
102,2.38573325962898,2.38573325962898
103,2.432984690421046,2.432984690421046
104,2.2764955997979,2.2764955997979
105,2.3807207389302985,2.3807207389302985
106,2.927758285439725,2.927758285439725
107,2.4943506180451838,2.4943506180451838
108,2.3751692796047656,2.3751692796047656
109,2.4094508202518137,2.4094508202518137
110,2.345971206577783,2.345971206577783
111,2.397768143467109,2.397768143467109
112,211.4841660211644,35.44458271961306
113,207.36911373523043,34.49397199972137
114,204.74939504638496,34.65677477826343
115,209.71347068170732,34.63141465654914
116,206.3313988389892,32.73549587837817
117,211.58595705868024,35.5838230131907
118,208.55696597754465,33.645059256763716
119,205.92284755858367,35.05859839533035
120,210.9896316638382,35.5537007650642
121,208.25448442905957,34.064039385861896
122,206.22692380095276,34.57238277452926
123,205.25201998145835,34.700105405882326
124,204.60307853662272,34.671078182460114
125,204.53483030743675,34.534219646251145
126,203.78583076970642,32.34496729071555
127,200.7606828514221,33.25542939618872
