Channel,RMS,Sigma
0,2.179859502237644,2.179859502237644
1,2.66230056377638,2.66230056377638
2,2.700728964378584,2.700728964378584
3,2.5543605245452574,2.5543605245452574
4,2.3726867319274167,2.3726867319274167
5,2.072165928478832,2.072165928478832
6,2.5309332525239814,2.5309332525239814
7,1.9794167554862607,1.9794167554862607
8,1.990211119318372,1.990211119318372
9,2.8407994879074563,2.8407994879074563
10,1.9801317007693506,1.9801317007693506
11,2.2415976483263864,2.2415976483263864
12,3.812568230883684,3.812568230883684
13,2.2152541620800292,2.2152541620800292
14,2.3306917724721083,2.3306917724721083
15,2.0436103690030567,2.0436103690030567
16,2.109570713012566,2.109570713012566
17,2.0266174493591573,2.0266174493591573
18,2.2034832292440303,2.2034832292440303
19,3.2004684561109547,3.2004684561109547
20,2.2803049865911604,2.2803049865911604
21,2.2566155304837627,2.2566155304837627
22,2.0132781120010326,2.0132781120010326
23,2.0972283926005044,2.0972283926005044
24,2.331373496526455,2.331373496526455
25,2.0656628825864063,2.0656628825864063
26,2.4851571266962313,2.4851571266962313
27,2.029522095001691,2.029522095001691
28,2.0699924524437887,2.0699924524437887
29,3.058198415772374,3.058198415772374
30,2.01758591702113,2.01758591702113
31,2.1829494755637944,2.1829494755637944
32,3.475261356262331,3.475261356262331
33,2.414043593915563,2.414043593915563
34,2.544135101532814,2.544135101532814
35,2.881402530813282,2.881402530813282
36,2.959916770861046,2.959916770861046
37,2.7625478481060832,2.7625478481060832
38,2.2926871038455685,2.2926871038455685
39,3.101863892824801,3.101863892824801
40,3.0250728913985023,3.0250728913985023
41,2.595867387653411,2.595867387653411
42,2.8397259936128734,2.8397259936128734
43,2.320656449407458,2.320656449407458
44,2.314602285147436,2.314602285147436
45,2.279143685270595,2.279143685270595
46,2.313924994133148,2.313924994133148
47,2.472517174152565,2.472517174152565
48,2.2748412425828404,2.2748412425828404
49,2.320348503583349,2.320348503583349
50,2.46897013464271,2.46897013464271
51,2.0871120936475958,2.0871120936475958
52,2.543269615832261,2.543269615832261
53,2.1768119609213095,2.1768119609213095
54,2.210044048329697,2.210044048329697
55,2.164419740198617,2.164419740198617
56,2.6923344057586793,2.6923344057586793
57,2.132875814228377,2.132875814228377
58,2.736220028883231,2.736220028883231
59,2.6410115760827444,2.6410115760827444
60,2.4436527091312548,2.4436527091312548
61,2.7997487696414405,2.7997487696414405
62,3.6170967766324913,3.6170967766324913
63,2.9245932227182436,2.9245932227182436
64,2.621328400298475,2.621328400298475
65,2.772815390647949,2.772815390647949
66,2.883849673559622,2.883849673559622
67,2.379913505061798,2.379913505061798
68,2.223168920466513,2.223168920466513
69,2.54195955369559,2.54195955369559
70,2.1583778128260165,2.1583778128260165
71,2.1258707699639636,2.1258707699639636
72,2.2225874638775567,2.2225874638775567
73,3.53681758753847,3.53681758753847
74,2.733942882535751,2.733942882535751
75,2.317167357031688,2.317167357031688
76,2.2572227113644385,2.2572227113644385
77,2.912881635868764,2.912881635868764
78,3.4676431898168762,3.4676431898168762
79,3.9390449657771884,3.9390449657771884
80,4.599119733675603,4.599119733675603
81,3.0157613480973047,3.0157613480973047
82,2.8923168597679942,2.8923168597679942
83,2.6183561991350426,2.6183561991350426
84,2.9658036772481218,2.9658036772481218
85,2.3246859102468633,2.3246859102468633
86,2.2386480455446227,2.2386480455446227
87,2.3725968033389884,2.3725968033389884
88,2.202955010522993,2.202955010522993
89,2.3059065868518327,2.3059065868518327
90,2.27497743314534,2.27497743314534
91,2.753580008194563,2.753580008194563
92,2.7924609613598115,2.7924609613598115
93,2.2521136328955897,2.2521136328955897
94,2.420880525594573,2.420880525594573
95,3.9240012385810923,3.9240012385810923
96,3.5699780788184863,3.5699780788184863
97,2.1543266244005714,2.1543266244005714
98,2.2279563814914707,2.2279563814914707
99,2.5251955143726588,2.5251955143726588
100,2.325009784823483,2.325009784823483
101,2.421178415039204,2.421178415039204
102,2.7806075415790414,2.7806075415790414
103,2.303218330344186,2.303218330344186
104,2.8936930509542984,2.8936930509542984
105,2.681759330529483,2.681759330529483
106,2.2706355964575575,2.2706355964575575
107,2.1795841043906417,2.1795841043906417
108,2.3512512209159078,2.3512512209159078
109,2.6927534661120616,2.6927534661120616
110,2.0508622363378204,2.0508622363378204
111,3.311923338926386,3.311923338926386
112,0.0,0.0
113,0.0,0.0
114,0.0,0.0
115,0.0,0.0
116,0.0,0.0
117,0.0,0.0
118,0.0,0.0
119,0.0,0.0
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,0.0,0.0
