Channel,RMS,Sigma,Mean,Rate,PED_Mean,PED_Sigma,P1,P0,P1_err,P0_err,Time,Gain,Gain_err,Rate_err
13,62.015631428853915,18.67350245859413,149.53701938353987,90.81333333333333,88.1,2.3,115.5,5.3,3.0,1.9,623.43301205,3.037717499109301,0.12974633382765238,0.38904441334577156
14,41.4957742211728,13.716076402921027,133.0949384890968,230.75166666666667,80.2,2.6,113.2,0.5,4.1,3.4,616.769571025,2.892830084424513,0.21500087302212817,0.6201500714432847
15,31.759658817696256,17.89799070858104,150.45902295497996,800.07,82.2,2.6,117.5,3.0,3.5,3.2,987.54863265,3.471224625264891,0.19916665037609665,1.1547510554227696
16,59.60050110329488,14.83305551596328,132.8664322377563,123.73,77.6,2.2,122.3,6.2,3.6,4.3,960.69819445,2.5074832500897535,0.23184486369856774,0.45411085283955355
17,57.033986936492,17.367959944668872,134.6273759375321,136.20166666666665,76.5,2.4,125.0,-2.6,3.6,4.4,621.788019775,3.0363687968766047,0.23678185978958416,0.47644808508144704
18,37.623458432942854,12.218879273126873,123.92446043165468,394.80333333333334,76.1,2.2,126.0,-6.7,3.5,3.7,620.126099,2.704586330935252,0.19832079187947124,0.8111754160202068
19,43.59477674986894,14.996535245253014,128.26509234586052,260.105,75.6,2.5,120.4,3.0,1.3,1.2,618.445735475,2.5781297937012315,0.06828636050009519,0.6584134972290083
20,50.01456890357833,18.55509548430564,135.85564962185347,153.26166666666666,70.0,2.3,125.9,-0.4,3.8,3.0,620.1174427,3.2891009542222736,0.17903454369941232,0.5054068767944409
21,51.97021861750053,16.578627737943513,137.41248713222092,145.49333333333334,77.2,2.5,123.2,-2.8,3.2,3.5,623.44823935,3.1966562059771158,0.19605291213527634,0.492431608336517
22,61.01277723951746,17.739714426741855,142.02205184651004,93.89833333333333,80.4,2.2,122.9,1.0,1.4,1.3,638.5661485249999,3.0828952322269134,0.07505456271685598,0.395597298047171
23,58.633071794068776,16.840053276863735,140.56812941411428,191.91333333333333,83.6,2.4,119.3,5.0,3.9,2.8,923.7903308499999,2.722554977688301,0.17161779695865215,0.5655577384808341
24,40.03892650286871,15.23380733531674,130.3717186726102,247.65833333333333,73.7,2.4,125.1,-1.9,2.7,3.5,621.79929555,2.926244937680366,0.18593712334076132,0.6424670333090164
25,32.86619178443537,14.554301159345366,134.91592481180047,442.36833333333334,74.1,2.5,123.8,1.1,1.8,2.4,623.479491025,3.0147377227282144,0.12886397606365987,0.8586504268650634
26,61.23111473519266,14.369365554583268,119.17664659733626,96.02,76.5,2.2,123.0,-2.5,2.5,2.6,625.141495225,2.2955613108402573,0.14017702112746963,0.4000416644967538
27,34.331984178972256,16.92999652346983,136.9220890228006,475.5083333333333,75.8,2.4,131.4,-4.5,4.7,4.0,631.867676175,3.121294188679633,0.2206069780640933,0.8902324914812361
28,43.2733000955122,16.644088192932646,137.15669810102054,264.65,73.3,2.2,119.1,4.4,2.6,3.1,628.5045059,3.1201038046295415,0.1763896782286148,0.66414104927593
29,53.97808521740114,17.377661355774553,134.16191580593835,128.98666666666668,71.7,2.5,125.4,1.1,4.2,2.9,636.8851963,3.0583092008541835,0.17720836789118802,0.4636569613170688
30,68.93315009221001,18.10043271176147,136.32443407234538,77.035,75.8,2.4,114.1,2.3,5.0,3.6,631.851958625,3.1893314018594103,0.2417894942323579,0.3583178291219496
31,77.19942497979612,14.23499356383247,127.90606482402067,178.90833333333333,73.5,2.2,131.1,-3.5,3.1,2.9,965.729573925,2.760586614417462,0.15291737839926545,0.5460591136090996
32,45.43431425563818,18.042972772997285,129.04640334231635,214.34666666666666,64.6,3.3,127.2,0.1,2.3,2.0,1041.2229159,3.1616746925273373,0.11374363789078251,0.5976992926584775
33,34.97085058869084,13.859193567729255,122.34708681418937,377.66333333333336,68.9,3.0,117.6,5.9,3.0,3.9,621.801997775,2.5269497669105743,0.21707440723918983,0.7933718478046022
34,33.487523146145406,13.669960541010584,123.78196905511317,483.64,67.8,3.0,121.6,-1.0,8.0,12.3,615.090452975,2.9287607450202082,0.6609092601962195,0.8978121555574231
35,38.24785442388474,15.95176399243448,129.88016928372707,287.9816666666667,68.0,2.8,123.9,0.4,4.4,4.2,620.114760675,3.1012999033357076,0.23879646227250492,0.6927982711038218
36,42.11407065925306,15.269883431445342,123.2684249084249,278.4766666666667,66.6,3.2,119.7,4.0,3.1,4.7,621.7921855,2.7500221861124117,0.25554582247536106,0.6812692402991476
37,38.10172895879767,14.342258923952322,121.05118939295464,390.605,67.1,2.6,124.6,-3.6,2.4,4.2,636.8913012,2.8867972207541457,0.21789878395976384,0.8068508742842964
38,33.045041119915766,13.856596076089355,121.44631993617233,405.96666666666664,65.1,2.7,122.5,-2.8,2.7,4.1,631.8698299,3.0176693844985882,0.21951253694905284,0.8225637428862952
39,45.895134516969264,15.6709693638164,132.58642027159456,243.70166666666665,72.8,2.6,122.6,-1.2,1.3,1.4,1016.067068,3.109014083992382,0.07867208218693765,0.6373142430892663
40,56.8216088015757,16.327896633041814,126.41793417331795,413.0,68.1,2.8,121.9,0.6,1.7,2.2,626.8297498,2.9592870269338567,0.12013375563475188,0.8296585643102429
41,56.121309656472,18.228014843633282,134.06174347490477,408.59166666666664,73.4,2.6,124.1,-1.9,3.4,2.8,625.1537376499999,3.150772737454914,0.16535963392468242,0.8252188261977008
42,32.97589103780759,16.319516813957026,132.6990889745977,507.365,71.0,2.7,117.3,5.5,2.2,3.0,606.702248975,2.994410111604736,0.16944016900194767,0.9195696457220265
43,33.25671542590619,14.167431184409073,127.34383676447952,591.7533333333333,69.0,2.6,122.8,2.4,1.9,2.3,626.8372468,2.8473043955862947,0.12508727728787816,0.9931040003723454
44,43.29925426473393,14.362385401289341,123.55908174074558,234.775,69.0,2.9,121.6,-0.3,2.3,2.4,618.4492387,2.8196485269708873,0.13441948546584817,0.6255331059717516
45,35.834912242827194,14.923329366521461,122.12507037137928,372.45666666666665,64.2,2.7,129.4,-3.6,6.3,8.4,628.507167975,2.971651389653172,0.4307484277466138,0.7878839452045657
46,39.707447238318196,13.673954925849776,118.45826708089729,277.09,63.0,2.8,118.9,0.8,3.0,3.7,626.83553925,2.8731216926459884,0.20757701409637075,0.67957094307119
47,44.456348011997086,13.576171895508764,116.51701451905626,284.79333333333335,64.0,2.5,123.4,-0.3,2.7,3.6,1019.417669175,2.675091902302282,0.19151264970539322,0.6889525060231333
48,56.2364592696797,20.845383388301997,148.06494394915703,160.99166666666667,68.7,2.5,131.4,6.8,4.1,6.7,938.8802553999999,3.451528916911959,0.3364195797124578,0.5179956027269387
49,50.96378858396268,14.951626995799154,129.8820649550647,150.18166666666667,75.6,2.8,126.7,8.0,3.8,5.2,621.798778825,2.283053717199324,0.26551628058621424,0.500302686158867
50,46.16404163316733,17.730224438636217,133.14753539973725,211.84833333333333,68.1,2.6,129.4,10.4,1.1,1.6,618.44924475,2.639467513511266,0.08054326110647701,0.5942058191868838
51,38.18937873400272,13.592503071192064,120.66758673373788,470.05,67.8,2.7,129.0,4.5,1.6,2.5,616.766000075,2.343390830122959,0.12457490243695417,0.8851082796283553
52,44.02358296736787,16.114392746087518,128.7833631572899,207.82,67.0,2.6,130.2,2.3,0.8,1.2,618.409277675,2.8553841761371883,0.06029619898774633,0.5885292402817949
53,64.93622038550454,19.088583787890933,132.39553950881944,94.19833333333334,70.3,2.6,132.5,6.5,1.6,2.1,623.4473348500001,2.6224311089065777,0.10413442957679689,0.3962287498683333
54,29.09807187499078,14.079648339704345,131.13227396827546,596.3966666666666,77.0,2.7,128.3,1.1,0.9,1.0,633.5487515250001,2.583411631346232,0.05200090941174954,0.9969927002964689
55,43.93912214028937,15.967620274114852,130.07036849954298,283.365,76.4,2.6,136.0,5.6,2.5,3.3,911.352497375,2.2091161994275264,0.15701749387796438,0.6872226713373184
56,53.082177039994534,13.329648005259719,123.02016874171692,368.15166666666664,72.4,2.6,126.5,5.7,6.3,10.2,631.86869245,2.2193759259741555,0.5159351228602606,0.7833173757239853
57,41.02750159330341,16.04981508022282,133.81687568488982,307.4266666666667,69.5,2.7,130.8,0.7,1.7,2.1,621.796691625,3.039797194423252,0.10787127432706448,0.7158056843709595
58,41.535087174358104,15.168933519678612,123.92031974511421,239.33333333333334,69.5,2.7,129.0,3.2,5.0,8.6,625.1414990999999,2.481604638813673,0.42763355255528707,0.6315765107165473
59,61.743221039887025,16.247961597325336,132.02944850297135,92.86666666666666,68.8,2.7,137.1,-3.1,2.4,3.4,623.462719,3.023771357721159,0.163846209747128,0.39341806996854856
60,52.305707518044606,15.153109569460291,127.64408642911296,181.90166666666667,68.8,2.7,131.2,4.3,9.8,11.0,623.477520825,2.5983272879722263,0.558805107281578,0.5506082495245095
61,55.112553222840106,16.231404661262157,130.4006162151151,136.45666666666668,72.8,2.8,129.0,2.7,1.5,2.2,613.41321245,2.659913576313716,0.11105441477742134,0.47689388523840165
62,36.48358445992283,12.701336923288299,123.05980592991914,314.27,69.6,2.6,131.3,-5.8,1.2,1.6,633.544484475,2.8208209220258533,0.08043067462096687,0.7237287705579579
63,46.2629147604291,16.161679571317705,131.58880935145714,254.74666666666667,67.1,2.8,131.0,2.4,0.9,1.0,898.6234758749999,2.9622523545542534,0.05194447679878573,0.6515963303900488
64,39.87724457302357,17.379690724378186,149.88858683926645,318.82666666666665,87.0,2.0,116.0,3.3,2.3,1.6,977.4707764249999,3.210591963322546,0.10720639103030949,0.7289566364179544
65,33.96698515727331,17.712275645649132,149.37410484101977,463.7183333333333,86.2,2.0,113.2,4.1,3.6,2.8,623.482277,3.2616003114520633,0.1861857373904814,0.8791267763462156
66,43.87274926544193,18.65072510982119,149.99741594303055,230.84166666666667,81.0,2.0,122.9,1.8,2.1,1.4,630.1820686249999,3.4172811199669724,0.09214926867263304,0.6202709981218782
67,33.52079043146266,13.6828281188312,138.6495295182472,396.655,86.8,1.8,116.2,1.8,3.4,2.5,631.870489775,2.6919927666871337,0.1558528013161097,0.8130754372545432
68,28.07251333717551,15.527282147306959,143.5633807188528,651.6233333333333,83.1,1.9,121.7,1.2,1.3,0.9,643.61481205,3.043517908733197,0.056537806747696526,1.0421318961095516
69,35.305426919040606,15.356158251390813,144.68546430356275,469.345,86.7,2.1,120.8,2.0,3.4,2.0,640.25788785,2.8965989395469136,0.13175191390608684,0.8844442699608985
70,35.332632346816645,15.160487999907462,137.98366188684938,359.7083333333333,79.3,2.1,119.7,-1.9,1.4,0.8,653.67710315,3.1633073249190358,0.0558523019706889,0.7742828222871078
71,34.259564085427556,15.58058579954891,144.68317307388372,534.86,84.8,1.8,121.9,2.6,1.8,1.3,1054.6557176249999,2.9369961584230784,0.07954504997861374,0.9441574727413502
72,37.62029231338669,13.177326211301448,135.62267753303004,311.39666666666665,83.6,1.9,121.6,2.6,2.7,1.9,628.505960325,2.5402280804394555,0.11279617087034143,0.7204126903688222
73,42.67058080005945,15.255144797261842,134.64905410496752,299.13166666666666,78.2,1.9,115.5,2.4,1.3,0.8,630.1898778499999,2.92473236498742,0.05445468120367674,0.7060826989650559
74,44.39970731796329,17.086445957137553,146.34580498866214,203.91166666666666,85.5,1.9,121.7,0.1,2.8,1.8,631.868901475,3.1196489825730347,0.11708775181699026,0.582968933801603
75,41.25375445627607,18.087925765180668,150.10271726558992,253.48333333333332,83.6,2.1,116.2,3.1,2.7,2.0,626.8266873,3.4102149992249307,0.133653726541776,0.6499786321274125
76,36.89082333911326,16.226835067578566,140.38654831071565,325.635,78.7,2.1,116.9,2.7,2.3,1.6,636.8927056,3.153686286928766,0.10571373718336291,0.7366987172514962
77,37.50120472991752,14.881232390996809,140.20363104163488,378.2583333333333,82.2,1.9,121.3,0.5,2.2,1.5,625.1573493,2.9628828854923164,0.09416099705765922,0.7939965715011341
78,43.50685213834614,16.649631424126298,141.323356572968,231.86666666666667,81.9,1.9,123.2,1.7,4.3,2.0,640.251104075,2.9283358651059253,0.14405147322614548,0.6216465591028751
79,38.00254566430814,15.971532633695647,141.66620013355654,370.9066666666667,78.7,1.9,112.6,4.2,1.4,0.9,1027.809166025,3.261889439029559,0.06440081346410435,0.7862428236733088
80,51.5726811172311,17.979402850465764,143.79884843289977,186.68,82.8,4.1,127.7,1.2,1.4,1.2,964.04101045,2.926725158227279,0.067028592201278,0.5577932711438292
81,67.74703159071251,19.60398124114875,148.41610312764158,86.04833333333333,79.5,2.3,115.1,3.8,3.2,2.2,630.1553580249999,3.535844001283752,0.15485180426860057,0.37870026259416417
82,37.09337778300973,15.653867883308575,140.84287078000062,331.085,83.7,3.1,130.4,3.7,3.3,2.6,633.5453899,2.56148728815187,0.14048838039562134,0.7428380263108058
83,39.49861403016588,13.589175433206593,133.4730639032815,246.54666666666665,85.0,2.3,126.1,4.0,1.6,1.5,628.508299375,2.2042557446114945,0.07947121892924726,0.6410234871758688
84,35.120195178713736,15.68921269074966,140.56756781275516,373.485,86.5,2.6,129.1,-1.4,1.1,1.1,615.0817195499999,2.685300533150424,0.05800498451544518,0.7889708486376414
85,43.38060509818324,16.464983742361206,144.6585428744176,385.4166666666667,91.0,2.4,117.4,6.9,2.0,1.9,635.219193725,2.4892750678459117,0.10971012787904812,0.8014743359029727
86,55.70773108378709,20.2248046521175,149.67668444013572,140.02166666666668,80.9,2.5,127.8,3.6,2.7,2.0,636.888575675,3.187435663152177,0.1188481394329591,0.483083268644697
87,58.710321597222176,16.21867965695288,138.9532396728874,132.96166666666667,85.4,2.1,127.6,-0.4,3.6,3.9,1016.0597099,2.6426939494948765,0.20510030429994516,0.47074704224007374
88,53.198679482807556,16.71858807225071,145.77142169834016,145.025,85.6,2.4,123.8,2.5,2.6,1.9,623.477683625,2.9115216931714545,0.11382536918421728,0.4916384172675416
89,54.55151129709156,13.93765825620265,130.289614290651,130.655,85.0,2.3,126.6,2.3,2.6,2.5,616.727531,2.122315081489485,0.1309368322006158,0.4666458328682829
90,46.74070452435355,17.11526997309942,141.83105276354908,192.445,84.5,2.1,126.3,2.3,5.4,5.2,626.82850635,2.723231035409199,0.28246172845210504,0.5663405924588725
91,42.55579498890274,16.588999567242386,146.25393366495845,228.59666666666666,87.0,2.0,129.0,1.0,3.5,3.1,625.1563258,2.8223805070231807,0.16861660542829915,0.6172474742309153
92,45.91438484538862,17.43390168265376,140.3360399853874,207.08166666666668,79.6,2.1,117.1,5.6,6.7,7.3,615.0910422,2.94278607949335,0.42446562255945963,0.5874828602700772
93,41.8723807475464,15.815651404290989,134.62045789777466,266.4766666666667,75.8,2.2,120.7,3.2,2.6,1.8,633.540892825,2.880098275568282,0.11200374438610274,0.6664291243469014
94,34.234962300624964,16.052162722541354,140.25321708202634,411.11,80.2,2.0,129.7,3.5,3.4,2.9,635.223165925,2.725193575656628,0.1569625393853208,0.8277580161697822
95,54.78009079094477,17.721189992530338,137.62052655450205,160.855,74.6,2.3,116.0,11.4,3.7,3.5,898.61946985,2.7812783703934296,0.20844804990274896,0.5177756914597929
96,51.8234053826459,14.773229090927792,133.89301686685408,215.735,85.3,2.4,127.7,-0.7,2.8,1.8,1026.1325395499998,2.412539979779468,0.10279809019399279,0.5996318314877332
97,60.418829184370736,18.118484984107585,137.92315891232678,142.205,83.1,2.4,137.9,-9.7,1.5,1.0,630.1852545249999,2.924363620029314,0.055515301373150965,0.48683501654393485
98,50.586381953773085,17.977968927877857,146.87495564544744,147.60166666666666,85.7,2.5,125.6,-2.9,1.8,1.1,628.5098486750001,3.188443254650052,0.07143080740241799,0.49598667096785753
99,31.759448289623467,15.728118298929479,142.93092224764112,688.0066666666667,89.7,2.6,125.8,0.7,1.3,1.1,626.838605925,2.60984311643686,0.06096706431871318,1.0708304150414192
100,59.14989188646658,18.14218740873413,142.560589198036,107.71166666666667,86.1,2.3,122.2,0.5,2.1,1.3,620.102273075,2.8621414278864576,0.08286722462109385,0.4236973500559621
101,60.34322464346345,19.5448965583926,146.87403384765682,124.36,88.8,2.5,124.7,2.0,1.7,1.2,643.610736625,2.810446764617924,0.07149373792658602,0.4552654903094091
102,45.8253265562964,17.745621425975298,144.34713227293923,199.63833333333332,85.8,2.4,119.3,3.1,1.6,1.2,643.6122071,2.9048162339134134,0.07405730494570892,0.5768280121106771
103,56.866674745456976,11.666209967524116,127.09832034990553,133.97833333333332,87.1,2.4,123.4,3.7,1.7,1.0,908.68684425,1.8384481538647455,0.05670496077269912,0.47254335485987126
104,65.3251768636928,19.847935773636333,150.58899624690568,91.06833333333333,86.3,2.3,124.0,-2.5,2.6,1.7,641.91918125,3.3663808592190363,0.11118215451523208,0.3895902405804791
105,61.95429271343811,16.83905333492594,135.90182511780986,95.365,82.3,2.6,125.3,-3.2,1.9,1.4,623.4616859500001,2.8332913566345703,0.08214229188240052,0.39867488843250043
106,50.79447037244576,16.07614212710982,140.4331270718232,157.07,82.8,2.4,123.9,1.6,1.9,1.4,633.543601875,2.8265298159717114,0.08294705561147439,0.5116476652280681
107,67.57608979434833,19.777942896332345,151.14703077589942,84.545,91.1,2.4,128.5,-2.9,3.0,2.5,615.0716848249999,3.061626010500945,0.14117916296381355,0.3753775876811685
108,52.01639038162078,19.420132890618053,147.48720428028105,163.14833333333334,82.2,2.4,124.1,0.8,1.2,0.9,620.12269105,3.2477439706023894,0.05532106178555515,0.5214536306220227
109,54.22820491500398,14.122805006924139,135.84982023718766,764.5983333333334,88.9,2.4,127.4,-1.6,2.9,1.9,633.547936925,2.3817611968793,0.10784078546930335,1.128862505159754
110,60.32161012864694,18.26515754274693,146.28028368794327,100.32833333333333,83.0,2.6,122.5,1.6,2.1,1.8,628.501275825,3.14695324938486,0.10664681227318008,0.4089179488465735
111,50.29446286789882,13.44568781377214,128.74417474967484,219.38166666666666,82.3,2.5,127.8,-3.7,3.1,2.2,985.8668394499999,2.4522777166312033,0.12296569914448185,0.6046785188107074
112,38.43844135648516,22.14190568260167,148.95991421354074,554.8216666666667,78.6,2.3,122.3,6.6,1.6,1.0,1271.08366805,3.258376646235729,0.06660682450808374,0.961614672193482
113,31.291761146714432,18.337933550650217,132.62577773203304,655.16,74.4,2.2,127.0,4.4,8.4,8.9,658.7102101749999,2.648906384450445,0.47173873671107996,1.0449561394304228
114,38.92113303282007,17.93748326753387,127.34087746501272,341.72,75.2,2.3,119.2,0.4,1.0,0.9,658.7125543999999,2.7129235248014223,0.05247393108389291,0.7546743226937918
115,40.67681393019742,18.98625612462145,134.0745426676048,271.085,77.4,2.3,125.6,0.1,5.4,5.5,646.954350525,2.8152141056730087,0.2992741294909669,0.6721668939581399
116,43.05447915673488,21.170078256263874,138.23286637537578,282.04333333333335,79.1,2.2,123.7,4.9,1.0,0.8,657.0346114999999,2.740140782911064,0.04623948411289485,0.6856181314859039
117,33.15504352813075,18.884893794874706,132.24710337701168,614.0583333333333,79.3,2.3,122.7,2.3,2.8,3.5,657.034243375,2.579823929146887,0.18776248366056442,1.0116474462754086
118,35.89101073327534,17.130626763283725,127.99469087657137,597.54,76.5,2.3,124.2,-0.0,5.2,3.8,653.6792933749999,2.5913189853347105,0.21986698154696313,0.9979478944313676
119,43.7793847563974,16.4417656264157,130.13402876885326,332.01166666666666,77.6,2.4,119.2,7.2,2.7,2.7,1323.0880477499998,2.37699395809843,0.15148632030885717,0.7438768565950804
120,41.55680392437474,17.868985790957424,130.6687601370715,279.9166666666667,76.1,2.4,122.4,0.6,1.9,1.1,653.6773231,2.755757768437066,0.07067344063649249,0.683028387241539
121,45.449996368561976,21.86670119296689,141.14443457995782,249.10666666666665,76.5,2.3,124.4,0.2,1.8,1.5,628.503990175,3.2377629913564014,0.08882806933542288,0.6443429038778791
122,30.952138080638463,17.51012965233307,126.37249230687956,764.6166666666667,73.4,2.3,129.2,-0.4,2.4,2.1,640.26049515,2.581873660356016,0.11235301064145288,1.128876038859498
123,36.621652093234005,19.437995518983236,133.85232881134206,399.565,70.8,2.3,118.5,3.3,3.4,2.8,625.1597935249999,3.1514941356193074,0.17318842369732812,0.8160524901418209
124,33.99005520216626,17.16737716949379,127.53706380908662,492.96166666666664,73.6,2.3,125.2,-3.5,4.1,3.4,628.51093115,2.867265565549452,0.193982455388434,0.9064230677656973
125,31.74751209546924,17.894751334154808,131.43504701690466,755.1633333333333,73.4,2.3,123.8,2.8,1.5,1.8,625.1590325999999,2.788522163615946,0.09696872509145249,1.1218759091608819
126,43.48666311928124,21.550545692835595,139.97114621202624,329.3383333333333,73.4,2.2,122.9,0.2,3.0,2.8,648.6423791999999,3.375261707283677,0.16454767284570535,0.7408759830242996
127,31.10686467011881,14.234224828142295,121.64470734744707,729.5966666666667,74.0,2.5,131.5,-4.4,3.9,4.6,1259.3360568249998,2.4736077636619327,0.23061577240359338,1.1027213811495833
