GCUId	Chn	Mean_Ping_HG	Mean_Pong_HG	RMS_Ping_HG	RMS_Pong_HG	Mean_Ping_LG	Mean_Pong_LG	RMS_Ping_LG	RMS_Pong_LG	Length	x	y	z
8001	0	70.0429	70.0069	2.45177	2.42702	0	0	0	0	10	-18284.2	-373.653	6425.66
8001	1	77.4945	69.7272	2.30784	2.35363	0	0	0	0	10	-18033	460.689	7095
8001	2	72.9447	69.689	2.44731	2.42305	0	0	0	0	10	-18717.7	-1290.88	4870.42
8001	3	71.5153	67.6613	2.37275	2.35805	0	0	0	0	10	-18576	-1549.03	5317.27
8001	4	68.8262	70.6217	2.37653	2.33639	0	0	0	0	10	-18140.8	-1486	6666.62
8001	5	81.8979	75.1922	2.41357	2.33392	0	0	0	0	10	-17751.3	3208.01	7095
8001	6	73.7655	76.6398	2.26008	2.28038	0	0	0	0	10	-18055	5102.52	4870.42
8001	7	67.6972	78.3591	2.35509	2.29823	0	0	0	0	10	-17940.8	5349.31	5025.23
8001	8	71.5609	70.6082	2.50295	2.45511	0	0	0	0	10	-18419.3	-658.917	6002.8
8001	9	68.6333	72.2248	2.40994	2.34495	0	0	0	0	10	-17947.8	-917.873	7264.63
8001	10	68.2555	65.9519	2.51348	2.49031	0	0	0	0	10	-18124.2	5122.09	4584.33
8001	11	70.8042	71.6111	2.36062	2.3566	0	0	0	0	10	-17902.4	4382.72	6002.8
8001	12	70.8566	73.8966	2.60117	2.60729	0	0	0	0	10	-18226.9	-1493.06	6425.66
8001	13	68.5946	64.3591	2.33818	2.29791	0	0	0	0	10	-17970.3	183.349	7264.63
8001	14	71.6391	72.2063	2.48358	2.54792	0	0	0	0	10	-18789.5	-1295.83	4584.33
8001	15	70.811	72.519	3.93599	3.96249	0	0	0	0	10	-17896.5	5057.73	5465.76
8001	16	63.7924	62.5094	2.32436	2.31402	0	0	0	0	10	-18595.9	4401.05	3249.89
8001	17	70.1087	63.6553	2.70914	2.69255	0	0	0	0	10	-19135	-1319.66	2802.04
8001	18	60.4629	62.1468	2.4667	2.48075	0	0	0	0	10	-18807.3	-1568.42	4423.35
8001	19	68.7329	63.6905	2.43808	2.43339	0	0	0	0	10	-18983.2	-1309.19	3696.36
8001	20	61.5383	57.8495	2.47145	2.41932	0	0	0	0	10	-19032.5	-1038.52	3524.99
8001	21	70.0234	64.7152	2.43788	2.38875	0	0	0	0	10	-18726.3	4149.16	2802.04
