GCUId	Chn	Mean_Ping_HG	Mean_Pong_HG	RMS_Ping_HG	RMS_Pong_HG	Mean_Ping_LG	Mean_Pong_LG	RMS_Ping_LG	RMS_Pong_LG	Length	x	y	z
8001	0	0	0	0	0	73.8278	70.7396	1.3286	1.30453	0	0	0	0
8001	1	0	0	0	0	82.292	67.8446	1.30678	1.22765	0	0	0	0
8001	2	0	0	0	0	75.9242	73.4323	1.31116	1.35022	0	0	0	0
8001	3	0	0	0	0	70.468	71.9955	1.3124	1.25323	0	0	0	0
8001	4	0	0	0	0	78.4173	75.55	1.29808	1.20962	0	0	0	0
8001	5	0	0	0	0	80.8783	77.8416	1.3472	1.31649	0	0	0	0
8001	6	0	0	0	0	69.4044	75.8702	1.31977	1.31929	0	0	0	0
8001	7	0	0	0	0	77.9528	79.4362	1.36274	1.20921	0	0	0	0
8001	8	0	0	0	0	76.6056	76.5383	1.28038	1.27762	0	0	0	0
8001	9	0	0	0	0	73.982	73.0992	1.3982	1.32579	0	0	0	0
8001	10	0	0	0	0	73.0895	72.8507	1.31964	1.30862	0	0	0	0
8001	11	0	0	0	0	74.369	73.3516	1.31035	1.34395	0	0	0	0
8001	12	0	0	0	0	77.0112	76.6237	1.31134	1.28586	0	0	0	0
8001	13	0	0	0	0	71.0761	69.9992	1.25639	1.3395	0	0	0	0
8001	14	0	0	0	0	80.7463	75.7848	1.2831	1.26007	0	0	0	0
8001	15	0	0	0	0	71.0472	73.1095	1.30699	1.36375	0	0	0	0
8001	16	0	0	0	0	65.6914	63.8798	1.36816	1.23854	0	0	0	0
8001	17	0	0	0	0	66.4344	65.2829	1.34065	1.3288	0	0	0	0
8001	18	0	0	0	0	66.521	62.1861	1.28742	1.33878	0	0	0	0
8001	19	0	0	0	0	72.3003	63.4761	1.18034	1.22594	0	0	0	0
8001	20	0	0	0	0	65.4484	65.4896	1.31286	1.30571	0	0	0	0
8001	21	0	0	0	0	65.7381	62.2568	1.38861	1.32471	0	0	0	0
8001	22	0	0	0	0	64.5031	64.9199	1.26062	1.36968	0	0	0	0
8001	23	0	0	0	0	68.4179	73.9934	1.24023	1.32124	0	0	0	0
8001	24	0	0	0	0	66.9044	64.7955	1.28211	1.29156	0	0	0	0
8001	25	0	0	0	0	62.7927	64.8413	1.27975	1.30079	0	0	0	0
8001	26	0	0	0	0	66.4821	63.7511	1.3338	1.25094	0	0	0	0
8001	27	0	0	0	0	77.0685	64.464	1.34024	1.2822	0	0	0	0
8001	28	0	0	0	0	65.8875	68.8779	1.33428	1.26095	0	0	0	0
8001	29	0	0	0	0	67.5094	67.4289	1.21314	1.21025	0	0	0	0
8001	30	0	0	0	0	72.8132	73.7691	1.25506	1.32438	0	0	0	0
8001	31	0	0	0	0	64.4194	66.5636	1.32821	1.26369	0	0	0	0
8001	32	0	0	0	0	88.2208	89.6509	1.3716	1.42536	0	0	0	0
8001	33	0	0	0	0	85.7219	94.3489	1.3719	1.38909	0	0	0	0
8001	34	0	0	0	0	85.1123	96.4085	1.34925	1.32792	0	0	0	0
8001	35	0	0	0	0	85.002	86.8916	1.34345	1.33108	0	0	0	0
8001	36	0	0	0	0	88.4963	89.1205	1.41047	1.46849	0	0	0	0
8001	37	0	0	0	0	83.4505	87.7493	1.32602	1.36104	0	0	0	0
8001	38	0	0	0	0	92.3519	83.326	1.37232	1.33003	0	0	0	0
8001	39	0	0	0	0	89.1338	91.2293	1.41904	1.32042	0	0	0	0
8001	40	0	0	0	0	88.029	82.8185	1.36373	1.397	0	0	0	0
8001	41	0	0	0	0	92.3617	91.2451	1.34676	1.3497	0	0	0	0
8001	42	0	0	0	0	86.1834	93.0788	1.40571	1.39419	0	0	0	0
8001	43	0	0	0	0	86.871	89.6853	1.3481	1.44098	0	0	0	0
8001	44	0	0	0	0	92.199	87.6157	1.34982	1.33544	0	0	0	0
8001	45	0	0	0	0	89.3922	91.2978	1.43167	1.34246	0	0	0	0
8001	46	0	0	0	0	84.5664	88.9694	1.32259	1.45729	0	0	0	0
8001	47	0	0	0	0	88.9442	86.7226	1.41899	1.33816	0	0	0	0
8001	48	0	0	0	0	84.475	79.7036	1.24302	1.2498	0	0	0	0
8001	49	0	0	0	0	85.94	77.6698	1.31303	1.33334	0	0	0	0
8001	50	0	0	0	0	79.6497	82.3521	1.24596	1.34022	0	0	0	0
8001	51	0	0	0	0	76.2808	80.6411	1.21828	1.28117	0	0	0	0
8001	52	0	0	0	0	84.0606	84.3036	1.23898	1.23167	0	0	0	0
8001	53	0	0	0	0	81.1725	83.3772	1.33339	1.27037	0	0	0	0
8001	54	0	0	0	0	85.1684	86.6628	1.25041	1.24426	0	0	0	0
8001	55	0	0	0	0	76.5057	89.558	1.26129	1.3065	0	0	0	0
8001	56	0	0	0	0	82.2332	83.7519	1.32883	1.23392	0	0	0	0
8001	57	0	0	0	0	84.3629	83.792	1.21056	1.21749	0	0	0	0
8001	58	0	0	0	0	86.8855	82.285	1.22747	1.31855	0	0	0	0
8001	59	0	0	0	0	74.7067	79.5563	1.29086	1.24781	0	0	0	0
8001	60	0	0	0	0	78.4069	79.3773	1.30798	1.25099	0	0	0	0
8001	61	0	0	0	0	82.0281	80.1252	1.34005	1.27109	0	0	0	0
8001	62	0	0	0	0	81.943	86.3305	1.3202	1.22936	0	0	0	0
8001	63	0	0	0	0	83.1333	82.8292	1.25844	1.27685	0	0	0	0
8001	64	0	0	0	0	62.056	70.2435	1.37453	1.30856	0	0	0	0
8001	65	0	0	0	0	61.5602	63.1279	1.35589	1.28453	0	0	0	0
8001	66	0	0	0	0	60.3622	63.2702	1.29103	1.23722	0	0	0	0
8001	67	0	0	0	0	64.1078	65.4627	1.26104	1.38368	0	0	0	0
8001	68	0	0	0	0	62.2309	62.6869	1.33855	1.32559	0	0	0	0
8001	69	0	0	0	0	68.3497	62.4057	1.20941	1.32077	0	0	0	0
8001	70	0	0	0	0	60.5658	66.2631	1.31326	1.34053	0	0	0	0
8001	71	0	0	0	0	61.9807	65.9811	1.36511	1.35268	0	0	0	0
8001	72	0	0	0	0	67.0601	71.005	1.23777	1.24902	0	0	0	0
8001	73	0	0	0	0	64.7879	68.2768	1.34136	1.2617	0	0	0	0
8001	74	0	0	0	0	63.7442	63.0271	1.26944	1.30745	0	0	0	0
8001	75	0	0	0	0	60.6554	63.1082	1.32719	1.30221	0	0	0	0
8001	76	0	0	0	0	68.514	63.6508	1.25614	1.2846	0	0	0	0
