GCUId	Chn	Mean_Ping_HG	Mean_Pong_HG	RMS_Ping_HG	RMS_Pong_HG	Mean_Ping_LG	Mean_Pong_LG	RMS_Ping_LG	RMS_Pong_LG	Length	x	y	z
8201	0	0	0	0	0	65.1369	73.5146	1.22586	1.23446	0	0	0	0
8201	1	0	0	0	0	73.2332	72.6531	1.23094	1.23055	0	0	0	0
8201	2	0	0	0	0	69.6972	66.4807	1.27416	1.31887	0	0	0	0
8201	3	0	0	0	0	64.2633	64.0747	1.23964	1.24351	0	0	0	0
8201	4	0	0	0	0	70.649	66.0348	1.30761	1.29352	0	0	0	0
8201	5	0	0	0	0	69.958	65.1151	1.29609	1.24889	0	0	0	0
8201	6	0	0	0	0	62.215	68.951	1.31592	1.20315	0	0	0	0
8201	7	0	0	0	0	72.3886	71.8398	1.20001	1.2119	0	0	0	0
8201	8	0	0	0	0	71.7746	72.9523	1.25737	1.20069	0	0	0	0
8201	9	0	0	0	0	70.1763	75.7807	1.31828	1.26375	0	0	0	0
8201	10	0	0	0	0	66.9882	70.4366	1.36864	1.33614	0	0	0	0
8201	11	0	0	0	0	75.8872	74.0422	1.23891	1.28755	0	0	0	0
8201	12	0	0	0	0	71.9643	72.7928	1.22781	1.19252	0	0	0	0
8201	13	0	0	0	0	68.9671	65.3341	1.23325	1.26752	0	0	0	0
8201	14	0	0	0	0	74.8061	69.2468	1.3171	1.26618	0	0	0	0
8201	15	0	0	0	0	69.8471	70.3252	1.25442	1.27242	0	0	0	0
8201	16	0	0	0	0	65.4211	62.3152	1.22304	1.26605	0	0	0	0
8201	17	0	0	0	0	66.602	69.4268	1.28985	1.20119	0	0	0	0
8201	18	0	0	0	0	63.3553	66.1928	1.25399	1.2847	0	0	0	0
8201	19	0	0	0	0	71.3438	68.3699	1.24444	1.18469	0	0	0	0
8201	20	0	0	0	0	70.626	63.7596	1.28362	1.23944	0	0	0	0
8201	21	0	0	0	0	64.6123	68.7827	1.18315	1.17204	0	0	0	0
8201	22	0	0	0	0	67.8651	62.0662	1.24386	1.2905	0	0	0	0
8201	23	0	0	0	0	68.6251	64.4296	1.17125	1.18791	0	0	0	0
8201	24	0	0	0	0	62.9651	60.3848	1.28877	1.169	0	0	0	0
8201	25	0	0	0	0	70.8905	75.0648	1.27215	1.26765	0	0	0	0
8201	26	0	0	0	0	67.3588	66.0717	1.26021	1.26605	0	0	0	0
8201	27	0	0	0	0	67.1772	69.1162	1.28105	1.20327	0	0	0	0
8201	28	0	0	0	0	70.6487	72.4156	1.25837	1.16877	0	0	0	0
8201	29	0	0	0	0	68.9176	69.5855	1.19658	1.22877	0	0	0	0
8201	30	0	0	0	0	72.5871	72.4759	1.15641	1.18084	0	0	0	0
8201	31	0	0	0	0	65.4372	59.7764	1.24356	1.24072	0	0	0	0
8201	32	0	0	0	0	73.6274	75.1318	1.35739	1.37808	0	0	0	0
8201	33	0	0	0	0	74.8214	77.1636	1.35305	1.24835	0	0	0	0
8201	34	0	0	0	0	76.3916	78.315	1.26966	1.35114	0	0	0	0
8201	35	0	0	0	0	76.2858	72.7852	1.29496	1.30238	0	0	0	0
8201	36	0	0	0	0	82.4171	76.2482	1.37391	1.30746	0	0	0	0
8201	37	0	0	0	0	72.3545	74.9309	1.29666	1.39273	0	0	0	0
8201	38	0	0	0	0	75.2686	74.9485	1.36856	1.38942	0	0	0	0
8201	39	0	0	0	0	76.1977	75.7099	1.30951	1.34639	0	0	0	0
8201	40	0	0	0	0	71.0476	73.6142	1.36418	1.33174	0	0	0	0
8201	41	0	0	0	0	75.9634	78.2496	1.30669	1.35127	0	0	0	0
8201	42	0	0	0	0	79.688	71.7496	1.3073	1.32834	0	0	0	0
8201	43	0	0	0	0	74.3892	74.0927	1.38927	1.37104	0	0	0	0
8201	44	0	0	0	0	73.3554	78.9226	1.31678	1.34475	0	0	0	0
8201	45	0	0	0	0	76.4648	76.262	1.26955	1.29192	0	0	0	0
8201	46	0	0	0	0	75.8636	74.9584	1.30173	1.38006	0	0	0	0
8201	47	0	0	0	0	71.9721	77.9696	1.32251	1.33	0	0	0	0
8201	48	0	0	0	0	67.2939	64.7421	1.40857	1.35995	0	0	0	0
8201	49	0	0	0	0	68.9256	65.9735	1.34925	1.44794	0	0	0	0
8201	50	0	0	0	0	65.4786	62.735	1.37496	1.4662	0	0	0	0
8201	51	0	0	0	0	65.7287	65.4048	1.4154	1.39728	0	0	0	0
8201	52	0	0	0	0	62.5293	72.5844	1.46326	1.38364	0	0	0	0
8201	53	0	0	0	0	61.4087	60.7092	1.40708	1.37427	0	0	0	0
8201	54	0	0	0	0	68.7416	69.4321	1.35067	1.36836	0	0	0	0
8201	55	0	0	0	0	62.5835	64.8208	1.44851	1.37988	0	0	0	0
8201	56	0	0	0	0	66.4927	66.0722	1.44014	1.43027	0	0	0	0
8201	57	0	0	0	0	63.1439	61.0038	1.45269	1.41593	0	0	0	0
8201	58	0	0	0	0	66.3557	64.0423	1.44903	1.42443	0	0	0	0
8201	59	0	0	0	0	62.6761	63.2396	1.44754	1.48193	0	0	0	0
8201	60	0	0	0	0	67.4827	64.4571	1.41205	1.39155	0	0	0	0
8201	61	0	0	0	0	66.6565	62.3157	1.44484	1.47228	0	0	0	0
8201	62	0	0	0	0	69.0674	61.1088	1.39689	1.43703	0	0	0	0
8201	63	0	0	0	0	59.1355	62.8984	1.47637	1.47797	0	0	0	0
8201	64	0	0	0	0	79.5333	77.9122	1.25805	1.25619	0	0	0	0
8201	65	0	0	0	0	70.6406	70.6127	1.26446	1.28129	0	0	0	0
8201	66	0	0	0	0	77.6686	76.779	1.2405	1.18571	0	0	0	0
8201	67	0	0	0	0	75.4032	84.2115	1.25458	1.17478	0	0	0	0
8201	68	0	0	0	0	81.9674	79.9852	1.23969	1.20172	0	0	0	0
8201	69	0	0	0	0	80.7484	79.891	1.16248	1.22063	0	0	0	0
8201	70	0	0	0	0	77.3499	81.2461	1.22605	1.21175	0	0	0	0
8201	71	0	0	0	0	83.2322	80.3423	1.32295	1.23796	0	0	0	0
8201	72	0	0	0	0	78.0198	82.4233	1.2635	1.26629	0	0	0	0
8201	73	0	0	0	0	78.337	77.4718	1.28489	1.22382	0	0	0	0
8201	74	0	0	0	0	84.48	84.5407	1.15679	1.14789	0	0	0	0
8201	75	0	0	0	0	82.2114	79.0168	1.28216	1.31117	0	0	0	0
8201	76	0	0	0	0	80.8248	78.4658	1.16767	1.29723	0	0	0	0
8201	77	0	0	0	0	78.8245	76.502	1.35589	1.27649	0	0	0	0
8201	78	0	0	0	0	78.4086	76.889	1.29355	1.20306	0	0	0	0
8201	79	0	0	0	0	79.6794	78.1374	1.22762	1.27069	0	0	0	0
8201	80	0	0	0	0	80.0835	79.4032	1.31781	1.37274	0	0	0	0
8201	81	0	0	0	0	82.5952	82.0431	1.34541	1.31515	0	0	0	0
8201	82	0	0	0	0	86.2694	84.3372	1.2837	1.27277	0	0	0	0
8201	83	0	0	0	0	83.4204	83.7604	1.31839	1.27456	0	0	0	0
8201	84	0	0	0	0	85.9677	79.1484	1.24074	1.33917	0	0	0	0
8201	85	0	0	0	0	84.1332	79.1277	1.24961	1.32558	0	0	0	0
8201	86	0	0	0	0	84.2564	85.5008	1.25751	1.22016	0	0	0	0
