GCUId	Chn	Mean_Ping_HG	Mean_Pong_HG	RMS_Ping_HG	RMS_Pong_HG	Mean_Ping_LG	Mean_Pong_LG	RMS_Ping_LG	RMS_Pong_LG	Length	x	y	z
8093	0	66.4782	61.4626	2.3511	2.38465	0	0	0	0	0	0	0	0
8093	1	64.9822	66.5242	2.34113	2.35081	0	0	0	0	0	0	0	0
8093	2	58.5022	63.5832	2.54919	2.58129	0	0	0	0	0	0	0	0
8093	3	59.465	64.7787	2.40364	2.40227	0	0	0	0	0	0	0	0
8093	4	65.7869	65.6904	2.41888	2.43166	0	0	0	0	0	0	0	0
8093	5	64.3569	68.3937	2.40599	2.39501	0	0	0	0	0	0	0	0
8093	6	59.7415	64.6655	2.35508	2.37411	0	0	0	0	0	0	0	0
8093	7	62.3554	64.1021	2.30891	2.31805	0	0	0	0	0	0	0	0
8093	8	68.1528	57.7017	2.55691	2.61819	0	0	0	0	0	0	0	0
8093	9	64.585	61.9584	2.32442	2.33991	0	0	0	0	0	0	0	0
8093	10	64.3377	62.6587	2.47147	2.53491	0	0	0	0	0	0	0	0
8093	11	65.7219	67.1563	2.2997	2.2781	0	0	0	0	0	0	0	0
8093	12	59.7021	61.1574	2.49826	2.49846	0	0	0	0	0	0	0	0
8093	13	62.1187	62.6011	2.27316	2.29461	0	0	0	0	0	0	0	0
8093	14	59.2991	64.4121	2.41007	2.4094	0	0	0	0	0	0	0	0
8093	15	57.982	61.7252	2.49057	2.48356	0	0	0	0	0	0	0	0
8093	16	64.7567	70.0604	2.26449	2.25367	0	0	0	0	0	0	0	0
8093	17	68.6756	67.5908	2.26749	2.29419	0	0	0	0	0	0	0	0
8093	18	75.2049	73.2973	2.49935	2.48679	0	0	0	0	0	0	0	0
8093	19	66.6437	69.5232	2.68222	2.6678	0	0	0	0	0	0	0	0
8093	20	71.476	68.9965	2.36459	2.37476	0	0	0	0	0	0	0	0
8093	21	70.3803	68.0532	2.31285	2.34583	0	0	0	0	0	0	0	0
8093	22	70.1826	67.8305	2.24705	2.25627	0	0	0	0	0	0	0	0
8093	23	70.6801	69.9817	2.60324	2.57072	0	0	0	0	0	0	0	0
8093	24	68.6389	72.9799	2.29416	2.26818	0	0	0	0	0	0	0	0
