GCUId	Chn	Mean_Ping_HG	Mean_Pong_HG	RMS_Ping_HG	RMS_Pong_HG	Mean_Ping_LG	Mean_Pong_LG	RMS_Ping_LG	RMS_Pong_LG	Length	x	y	z
8105	0	86.756	89.411	2.15295	2.20138	0	0	0	0	0	0	0	0
8105	1	86.5304	91.1369	2.06952	2.11545	0	0	0	0	0	0	0	0
8105	2	88.2068	87.1005	2.75814	2.74332	0	0	0	0	0	0	0	0
8105	3	86.9476	91.5005	2.07484	2.09431	0	0	0	0	0	0	0	0
8105	4	78.5637	80.3548	2.15719	2.15509	0	0	0	0	0	0	0	0
8105	5	82.2203	81.814	2.07868	2.10237	0	0	0	0	0	0	0	0
8105	6	84.9311	86.9992	2.03884	2.03624	0	0	0	0	0	0	0	0
8105	7	86.6634	84.3452	2.05101	2.02141	0	0	0	0	0	0	0	0
8105	8	87.0025	87.7048	2.26258	2.27064	0	0	0	0	0	0	0	0
8105	9	83.7934	85.3946	2.14366	2.12932	0	0	0	0	0	0	0	0
8105	10	92.1152	88.2331	2.27953	2.30669	0	0	0	0	0	0	0	0
8105	11	91.3242	90.3424	2.22571	2.2422	0	0	0	0	0	0	0	0
8105	12	87.7937	87.1344	2.32392	2.3234	0	0	0	0	0	0	0	0
8105	13	90.1862	87.0414	2.2772	2.25197	0	0	0	0	0	0	0	0
8105	14	92.632	90.6383	2.29654	2.31062	0	0	0	0	0	0	0	0
8105	15	87.1022	85.1023	2.20418	2.16593	0	0	0	0	0	0	0	0
8105	16	59.7721	62.5544	2.61027	2.59234	0	0	0	0	0	0	0	0
8105	17	64.6089	63.3875	2.37551	2.34077	0	0	0	0	0	0	0	0
8105	18	67.436	74.7214	2.30417	2.40645	0	0	0	0	0	0	0	0
8105	19	60.9187	60.928	2.49025	2.48303	0	0	0	0	0	0	0	0
8105	20	68.156	61.6259	2.5319	2.56392	0	0	0	0	0	0	0	0
8105	21	64.9047	63.186	2.79027	2.77498	0	0	0	0	0	0	0	0
8105	22	70.1612	70.2992	2.32495	2.29211	0	0	0	0	0	0	0	0
8105	23	69.1093	60.6507	2.59523	2.64402	0	0	0	0	0	0	0	0
8105	24	60.3445	63.179	2.42897	2.44654	0	0	0	0	0	0	0	0
8105	25	61.6098	63.5037	2.39755	2.37725	0	0	0	0	0	0	0	0
8105	26	58.4478	63.7807	2.47017	2.4686	0	0	0	0	0	0	0	0
8105	27	57.3875	59.8148	2.72797	2.73085	0	0	0	0	0	0	0	0
8105	28	59.37	63.9684	2.61525	2.54401	0	0	0	0	0	0	0	0
8105	29	68.3291	64.0468	2.30192	2.3161	0	0	0	0	0	0	0	0
8105	30	69.713	60.8576	2.29401	2.32713	0	0	0	0	0	0	0	0
8105	31	64.5807	58.018	2.41618	2.433	0	0	0	0	0	0	0	0
8105	32	76.888	75.604	2.81123	2.8388	0	0	0	0	0	0	0	0
8105	33	76.3427	74.7957	2.73948	2.76722	0	0	0	0	0	0	0	0
8105	34	75.1123	77.4465	2.83054	2.83517	0	0	0	0	0	0	0	0
8105	35	78.9168	76.0431	2.67475	2.70916	0	0	0	0	0	0	0	0
8105	36	79.4885	73.4396	2.84928	2.86858	0	0	0	0	0	0	0	0
8105	37	75.8348	77.9638	2.5877	2.61746	0	0	0	0	0	0	0	0
8105	38	74.636	77.4634	2.71169	2.7597	0	0	0	0	0	0	0	0
8105	39	78.0718	79.0309	2.59688	2.59155	0	0	0	0	0	0	0	0
8105	40	73.1305	65.6676	2.81733	2.84978	0	0	0	0	0	0	0	0
8105	41	71.0551	69.1176	2.61952	2.62315	0	0	0	0	0	0	0	0
8105	42	71.4259	73.1248	2.9706	2.98175	0	0	0	0	0	0	0	0
8105	43	72.6961	71.0085	2.88414	2.87411	0	0	0	0	0	0	0	0
8105	44	73.2471	72.9106	3.01385	3.05058	0	0	0	0	0	0	0	0
8105	45	74.1424	74.2567	2.6609	2.66796	0	0	0	0	0	0	0	0
8105	46	69.4854	72.8988	2.73496	2.75499	0	0	0	0	0	0	0	0
8105	47	72.2964	77.7888	2.6383	2.64842	0	0	0	0	0	0	0	0
8105	48	81.4129	80.9358	2.57458	2.57225	0	0	0	0	0	0	0	0
8105	49	84.5675	83.0658	2.58502	2.61347	0	0	0	0	0	0	0	0
8105	50	78.9019	83.4077	2.57563	2.52576	0	0	0	0	0	0	0	0
8105	51	84.9341	87.5928	2.58297	2.6079	0	0	0	0	0	0	0	0
8105	52	81.4566	80.6661	2.61848	2.61248	0	0	0	0	0	0	0	0
8105	53	79.1057	79.9787	2.69419	2.69845	0	0	0	0	0	0	0	0
8105	54	89.1673	79.4648	2.67371	2.69936	0	0	0	0	0	0	0	0
8105	55	78.8912	78.7764	2.71689	2.69828	0	0	0	0	0	0	0	0
8105	56	83.4668	83.533	2.5993	2.60116	0	0	0	0	0	0	0	0
8105	57	75.9814	78.0413	2.70992	2.69874	0	0	0	0	0	0	0	0
8105	58	80.1076	85.5641	2.60114	2.53364	0	0	0	0	0	0	0	0
8105	59	83.2509	83.898	2.74204	2.72131	0	0	0	0	0	0	0	0
8105	60	80.4603	80.6981	2.65403	2.65111	0	0	0	0	0	0	0	0
8105	61	78.3465	83.7149	2.7684	2.71578	0	0	0	0	0	0	0	0
8105	62	85.0464	83.3352	2.81988	2.84712	0	0	0	0	0	0	0	0
8105	63	86.5874	81.7822	2.97227	2.95583	0	0	0	0	0	0	0	0
8105	64	62.4973	64.299	2.43972	2.45296	0	0	0	0	0	0	0	0
8105	65	70.0214	71.7245	2.44331	2.46512	0	0	0	0	0	0	0	0
8105	66	67.3761	71.6147	2.36671	2.40625	0	0	0	0	0	0	0	0
8105	67	69.1383	68.4634	3.41985	3.42694	0	0	0	0	0	0	0	0
8105	68	71.7371	70.8671	2.48711	2.52311	0	0	0	0	0	0	0	0
8105	69	67.6359	70.8059	2.52006	2.5478	0	0	0	0	0	0	0	0
8105	70	70.1792	72.3606	2.42118	2.4153	0	0	0	0	0	0	0	0
8105	71	66.4549	74.7074	3.65299	3.59195	0	0	0	0	0	0	0	0
