GCUId	Chn	Mean_Ping	Mean_Pong	RMS_Ping	RMS_Pong	Length	x	y	z
GU8001	0	70.1318	70.1188	2.43737	2.44282	10	-18284.2	-373.653	6425.66
GU8001	1	77.6177	69.7381	2.30598	2.33783	10	-18033	460.689	7095
GU8001	2	73.2106	69.8457	2.43975	2.46127	10	-18717.7	-1290.88	4870.42
GU8001	3	71.5813	67.676	2.36671	2.38292	10	-18576	-1549.03	5317.27
GU8001	4	68.8392	70.5809	2.38599	2.35498	10	-18140.8	-1486	6666.62
GU8001	5	82.0684	75.2141	2.3911	2.33701	10	-17751.3	3208.01	7095
GU8001	6	73.895	76.7663	2.28276	2.3013	10	-18055	5102.52	4870.42
GU8001	7	67.9256	78.4164	2.48843	2.43008	10	-17940.8	5349.31	5025.23
GU8001	8	71.6973	70.633	2.49393	2.48369	10	-18419.3	-658.917	6002.8
GU8001	9	68.8871	72.295	2.41119	2.34635	10	-17947.8	-917.873	7264.63
GU8001	10	68.336	65.9857	2.50616	2.51531	10	-18124.2	5122.09	4584.33
GU8001	11	70.8639	71.5647	2.3571	2.36739	10	-17902.4	4382.72	6002.8
GU8001	12	70.974	73.8585	2.60737	2.58084	10	-18226.9	-1493.06	6425.66
GU8001	13	68.7178	64.4371	2.31031	2.3066	10	-17970.3	183.349	7264.63
GU8001	14	71.6778	72.319	2.52975	2.53628	10	-18789.5	-1295.83	4584.33
GU8001	15	70.8544	72.6359	3.97359	4.0381	10	-17896.5	5057.73	5465.76
GU8001	16	63.6063	62.5157	2.29664	2.28989	10	-18595.9	4401.05	3249.89
GU8001	17	69.9359	63.5994	2.69168	2.64835	10	-19135	-1319.66	2802.04
GU8001	18	60.3288	62.0092	2.41922	2.42262	10	-18807.3	-1568.42	4423.35
GU8001	19	68.6659	63.7092	2.41289	2.41588	10	-18983.2	-1309.19	3696.36
GU8001	20	61.3793	57.7676	2.39797	2.40496	10	-19032.5	-1038.52	3524.99
GU8001	21	69.8799	64.616	2.43129	2.3583	10	-18726.3	4149.16	2802.04
GU8001	22	62.1373	63.3553	2.46338	2.47243	10	-18844.5	-1028.26	4423.35
GU8001	23	59.4674	67.4446	2.43497	2.39664	10	-18994.9	-1584.07	3524.99
GU8001	24	66.3407	60.5916	2.37659	2.38589	10	-19081.2	-1041.18	3249.89
GU8001	25	62.5986	58.5941	2.33535	2.33168	10	-19103.3	-493.38	3249.89
GU8001	26	60.4732	61.0031	2.60068	2.59751	10	-18871	-1573.74	4141.1
GU8001	27	63.4901	60.9374	2.43228	2.40863	10	-18908.4	-1031.75	4141.1
GU8001	28	57.9207	61.5542	2.63167	2.61719	10	-18312.9	5460.27	3249.89
GU8001	29	53.2685	57.1593	2.43942	2.45362	10	-18558.9	4674.41	3075.24
GU8001	30	56.6509	60.5728	2.82143	2.8285	10	-18085.7	5392.54	4423.35
GU8001	31	61.7584	61.6485	2.50446	2.45436	10	-18257	5159.62	3974.75
GU8001	32	84.7265	84.3128	3.0051	3.01042	5	-18631.2	588.291	5317.27
GU8001	33	78.5301	89.8452	2.85785	2.83798	5	-18577.9	853.41	5465.76
GU8001	34	86.8286	92.1855	2.95616	3.02468	5	-18742.4	860.966	4870.42
GU8001	35	88.5788	89.1771	2.87326	2.89839	5	-18441.2	2717.87	5317.27
GU8001	36	85.8616	86.3098	2.88884	2.86387	5	-18218	4311.62	5025.23
GU8001	37	85.1071	81.1964	2.78717	2.79409	5	-18521.2	2729.55	5025.23
GU8001	38	87.4129	86.7614	2.77214	2.73816	5	-18640.4	53.5884	5317.27
GU8001	39	79.8623	83.1791	2.81596	2.83259	5	-18594.7	320.127	5465.76
GU8001	40	92.5506	79.951	2.84385	2.85496	5	-18139.3	4293.1	5317.27
GU8001	41	87.5846	83.8478	2.68893	2.72066	5	-18435.3	3259.73	5025.23
GU8001	42	79.7982	75.9499	2.96072	2.92117	5	-18599	2468.96	4870.42
GU8001	43	83.4419	86.2007	2.83701	2.78639	5	-18265	3500.53	5465.76
GU8001	44	82.1218	80.8568	3.01135	2.9828	5	-18355.7	3245.76	5317.27
GU8001	45	88.6047	88.369	2.69739	2.69814	5	-18687.3	1127.27	5025.23
GU8001	46	86.9406	88.475	2.78304	2.80844	5	-18426.8	3531.54	4870.42
GU8001	47	84.7593	80.687	2.70373	2.74396	5	-18435.7	2447.29	5465.76
GU8001	48	76.7847	77.4024	2.35545	2.35137	5	-18425.1	470.707	6002.8
GU8001	49	76.09	72.7299	2.35563	2.33833	5	-18272.7	747.155	6425.66
GU8001	50	74.3266	83.7927	2.37881	2.31303	5	-17841.3	2662.52	7095
GU8001	51	83.1808	81.5631	2.3365	2.35797	5	-18505.5	318.593	5760.47
GU8001	52	77.3666	82.379	2.40109	2.33428	5	-18137.3	3277.77	6002.8
GU8001	53	77.4028	77.3808	2.6559	2.64548	5	-18287	186.839	6425.66
GU8001	54	80.1905	78.2558	2.2757	2.31322	5	-17813	2379.59	7264.63
GU8001	55	79.7588	79.0173	2.38504	2.39248	5	-18269.9	2960.87	5760.47
GU8001	56	82.5651	76.551	2.3929	2.48285	5	-18010.4	1013.09	7095
GU8001	57	82.2791	78.792	2.44918	2.46819	5	-17958.9	2962.08	6666.62
GU8001	58	87.0797	74.5812	2.3056	2.36457	5	-18430.9	-94.1491	6002.8
GU8001	59	76.4863	80.6965	2.54215	2.55009	5	-18177.5	3483.75	5760.47
GU8001	60	78.4334	76.3132	2.69707	2.72364	5	-18361.7	1598.56	6002.8
GU8001	61	76.9108	77.8719	2.64529	2.63452	5	-18070	4003.76	5760.47
GU8001	62	79.4573	84.1342	2.87076	2.81171	5	-17970.9	1564.54	7095
GU8001	63	73.6579	76.0777	3.04271	3.07567	5	-18284.3	1591.83	6236.22
GU8001	64	63.3621	64.1896	3.32086	3.34087	10	-18975.6	3919.73	548.472
GU8001	65	63.8281	61.458	2.64407	2.67224	10	-18628.5	5264.6	1000.63
GU8001	66	59.2059	65.8638	2.79076	2.73522	10	-19208.6	1435.52	2170.08
GU8001	67	64.3543	68.71	2.71292	2.74454	10	-19326.8	1444.36	357.496
GU8001	68	60.3597	63.0741	2.57325	2.59224	10	-18846.4	4460.34	810.711
GU8001	69	61.7643	60.2258	2.49503	2.53052	10	-18710.7	4999.14	810.711
GU8001	70	63.8118	64.3191	2.77525	2.77513	10	-19216.5	-1325.28	2170.08
GU8001	71	58.6018	65.0258	2.90286	2.85846	10	-19368.1	-778.368	95.7141
GU8001	72	65.665	66.0619	3.12122	3.12901	10	-19108.9	-2425.15	2170.08
GU8001	73	62.5992	59.2979	3.07988	3.16289	10	-19136.8	-2428.7	1903.16
GU8001	74	62.9505	64.3479	2.76212	2.76199	10	-19212.2	2550.36	357.496
GU8001	75	59.4888	62.0815	2.90823	2.89854	10	-19377.8	333.608	357.496
GU8001	76	65.0449	59.9937	2.61488	2.6479	10	-18855.4	4462.46	548.472
GU8001	77	59.8939	61.7486	2.95122	2.98833	10	-19337.8	-1333.65	95.7141
GU8001	78	66.4727	57.8397	2.58207	2.64908	10	-18205.2	6292.91	2170.08
GU8001	79	65.5199	63.177	2.70386	2.73956	10	-18559.6	5533.83	810.711
GU8001	80	77.7908	79.7266	4.13701	4.12928	10	-18405.1	5487.75	2622.4
GU8001	81	84.119	83.0902	3.20213	3.21675	10	-19179.1	-220.11	2802.04
GU8001	82	80.8876	81.62	3.38916	3.42208	10	-19241.9	883.909	2170.08
GU8001	83	77.8959	82.7525	2.87116	2.84716	10	-18842.8	3892.29	2353.24
GU8001	84	83.0696	80.0287	2.97675	2.99833	10	-18438.5	5497.7	2353.24
GU8001	85	81.8745	82.1982	2.82209	2.82734	10	-19240.5	55.2015	2353.24
GU8001	86	79.3969	79.146	2.79952	2.81444	10	-19177.3	-1046.42	2622.4
GU8001	87	77.3652	79.8985	2.94221	2.91679	10	-19205.7	55.1015	2622.4
GU8001	88	79.3555	81.7967	2.71805	2.70333	10	-18588.6	4966.51	2353.24
GU8001	89	78.9095	82.1858	2.71716	2.70942	10	-19212	-1048.32	2353.24
GU8001	90	73.8338	77.1646	2.67936	2.71323	10	-19246.6	-773.485	2170.08
GU8001	91	76.6024	76.6047	2.72698	2.7308	10	-18689.5	4423.2	2622.4
GU8001	92	81.6724	79.4366	2.74002	2.76912	10	-18554.9	4957.52	2622.4
GU8001	93	78.9149	80.3064	3.02245	2.9798	10	-19234.2	-496.763	2353.24
GU8001	94	80.0888	81.0894	2.74627	2.74127	10	-18806.1	4166.84	2170.08
GU8001	95	74.9946	80.1875	2.93326	2.94339	10	-19199.4	-495.864	2622.4
GU8001	96	86.9561	80.9661	2.10779	2.14286	5	-18927.1	597.525	4141.1
GU8001	97	85.9694	86.8081	2.14554	2.17308	5	-18522.9	4104.1	3974.75
GU8001	98	85.543	91.7957	2.14327	2.10736	5	-18591.5	3013	4584.33
GU8001	99	88.7061	89.7968	2.10814	2.14047	5	-18872.5	54.1466	4423.35
GU8001	100	83.4527	84.3126	2.1301	2.09859	5	-18584.3	3286.07	4423.35
GU8001	101	89.1191	89.8781	2.14411	2.16191	5	-18633	3571.06	3974.75
GU8001	102	84.7341	89.4214	2.10566	2.11501	5	-18388.1	4074.25	4584.33
GU8001	103	95.4099	87.4404	2.14258	2.1465	5	-18863.2	595.508	4423.35
GU8001	104	88.2493	89.4344	2.08074	2.07953	5	-18734.1	2760.93	4141.1
GU8001	105	87.4443	87.2211	2.06437	2.06133	5	-18936.4	54.33	4141.1
GU8001	106	88.1612	86.4587	2.11425	2.08547	5	-18781.7	1403.63	4584.33
GU8001	107	89.2505	85.0992	2.30003	2.33163	5	-18838.3	1136.38	4423.35
GU8001	108	88.302	88.1328	2.14345	2.10728	5	-18545	3830.77	4141.1
GU8001	109	89.5382	85.2985	2.17491	2.17531	5	-18919.3	1413.91	3974.75
GU8001	110	84.5536	89.7642	2.1447	2.11117	5	-18832.9	-216.138	4584.33
GU8001	111	85.3178	88.6197	2.24005	2.25055	5	-18482.4	3817.84	4423.35
GU8001	112	69.739	67.2683	2.13523	2.15003	5	-18857.1	2779.05	3524.99
GU8001	113	68.6745	70.0534	2.05723	2.0433	5	-18975.4	1418.1	3696.36
GU8001	114	69.0761	68.4277	2.10531	2.12447	5	-18933.4	3068.4	2802.04
GU8001	115	66.6622	64.8774	2.05183	2.0451	5	-18892	3061.69	3075.24
GU8001	116	66.2665	65.2428	2.1078	2.09208	5	-18688.2	3581.64	3696.36
GU8001	117	69.7177	71.2361	2.04038	2.02917	5	-19008.3	873.18	3696.36
GU8001	118	71.8931	70.0141	2.07194	2.08735	5	-19160.2	880.161	2802.04
GU8001	119	70.8194	67.1108	2.04603	2.04646	5	-19013.6	2524	2802.04
GU8001	120	70.4967	71.3238	2.13675	2.11813	5	-19026.2	1147.71	3524.99
GU8001	121	66.9025	68.1077	2.1118	2.10739	5	-18807.1	2496.59	3974.75
GU8001	122	61.8151	63.6015	2.1832	2.19132	5	-19205.7	1158.54	2353.24
GU8001	123	69.2406	68.5248	2.13352	2.12765	5	-19100.1	602.988	3249.89
GU8001	124	66.5524	70.7292	2.16393	2.14944	5	-19051.3	601.448	3524.99
GU8001	125	74.7096	68.4332	2.08133	2.13301	5	-18952.1	870.601	3974.75
GU8001	126	66.2398	71.8897	2.1296	2.1113	5	-19127.1	1429.43	2802.04
GU8001	127	73.7266	72.6576	2.11374	2.12838	5	-19135.7	329.44	3075.24
GU8005	0	60.3746	57.7884	2.23325	2.23257	10	-12218.3	-14978.1	1452.34
GU8005	1	56.6603	61.8172	2.30028	2.28453	10	-13042.4	-14236.8	1717.25
GU8005	2	54.7911	55.7898	2.51455	2.4972	10	-14793.6	-12461.6	1264.18
GU8005	3	53.4787	54.2138	2.32008	2.30599	10	-15957.4	-10908.3	1452.34
GU8005	4	68.4452	59.2998	2.4848	2.43857	10	-15305.5	-11805.5	1452.34
GU8005	5	55.6809	55.4612	2.68349	2.6735	10	-16263.7	-10446.1	1452.34
GU8005	6	58.8907	62.0896	2.43591	2.41231	10	-15810.1	-11143.7	1264.18
GU8005	7	60.774	56.8693	2.2807	2.3063	10	-13269.3	-14073.6	1264.18
GU8005	8	58.2465	63.8814	2.45831	2.41972	10	-14960.6	-12239.7	1452.34
GU8005	9	59.0027	57.3761	2.30077	2.31115	10	-12628.7	-14605	1717.25
GU8005	10	56.5547	58.0152	2.93018	2.9144	10	-16423.1	-10218.7	1264.18
GU8005	11	58.9494	57.4	2.28878	2.3158	10	-13853	-13480.5	1452.34
GU8005	12	60.9389	58.7418	2.38669	2.36765	10	-11783.6	-15322.5	1452.34
GU8005	13	56.1498	58.6735	2.31307	2.28543	10	-13837.4	-13465.3	1717.25
GU8005	14	61.9454	62.4341	2.62168	2.61223	10	-15483.9	-11592.7	1264.18
GU8005	15	55.7137	62.8478	2.37095	2.29809	10	-14603.3	-12663.9	1452.34
GU8005	16	67.6756	63.7847	12.8392	12.6952	10	-17507.2	-8281.26	-810.711
GU8005	17	65.0459	72.3108	2.50828	2.47967	10	-11759.7	-15291.4	-1903.16
GU8005	18	69.3417	75.2633	2.55263	2.59247	10	-12870.4	-14460	1000.63
GU8005	19	75.0525	64.117	2.41133	2.48474	10	-16143.5	-10699	-810.711
GU8005	20	68.2793	68.9946	2.73726	2.76799	10	-17003.5	-9271.66	-810.711
GU8005	21	73.6369	68.0041	2.52278	2.55156	10	-11742.5	-15269.1	-2170.08
GU8005	22	67.578	69.4616	2.39668	2.42692	10	-14054.6	-13289.5	1264.18
GU8005	23	69.1158	68.173	2.5027	2.49739	10	-16443.8	-10231.5	-810.711
GU8005	24	75.9316	71.5173	2.37347	2.3922	10	-16274.9	-10453.2	-1264.18
GU8005	25	62.6849	61.7254	2.50767	2.51148	10	-16568	-9982.05	-1264.18
GU8005	26	67.5945	66.3617	2.45574	2.47276	10	-16588.9	-9994.6	810.711
GU8005	27	65.806	69.7395	2.59305	2.61354	10	-15988.4	-10929.5	810.711
GU8005	28	72.654	69.5762	2.43191	2.46977	10	-16581.2	-9990.01	-1000.63
GU8005	29	69.8542	65.6345	2.42166	2.46825	10	-16411.9	-10211.7	-1452.34
GU8005	30	61.2486	66.9412	2.48973	2.49042	10	-12019.9	-15174.3	1000.63
GU8005	31	71.6348	68.1073	2.44749	2.47595	10	-15335.3	-11828.4	810.711
GU8005	32	73.8925	70.4277	2.67349	2.70281	5	-12193.5	-14947.8	-1903.16
GU8005	33	72.1901	69.3926	2.47007	2.51221	5	-13245.3	-14048.2	-1717.25
GU8005	34	70.7034	71.3411	2.6136	2.63673	5	-15402.2	-11531.5	-2353.24
GU8005	35	75.1193	68.6676	2.39901	2.4479	5	-13804.7	-13433.5	-2170.08
GU8005	36	70.3039	70.9215	2.66595	2.67157	5	-15901.8	-10870.3	-2170.08
GU8005	37	69.6589	69.856	2.43645	2.42991	5	-14552.4	-12619.7	-2170.08
GU8005	38	72.977	70.5136	2.51739	2.52501	5	-15606.2	-11338.6	-1903.16
GU8005	39	78.0388	70.9196	2.35978	2.37717	5	-13825	-13453.2	-1903.16
GU8005	40	71.7031	67.9598	2.51235	2.58144	5	-15925.1	-10886.2	-1903.16
GU8005	41	68.3403	71.2015	2.56233	2.55047	5	-14908.4	-12197.1	-2170.08
GU8005	42	66.1046	71.1886	2.6775	2.66282	5	-13980.4	-13219.3	-2353.24
GU8005	43	71.1396	77.3822	2.40841	2.37545	5	-14029.2	-13265.5	-1717.25
GU8005	44	69.5877	72.8655	2.80614	2.80104	5	-12617.3	-14591.8	-1903.16
GU8005	45	65.3183	71.4025	2.46947	2.48055	5	-13413.7	-13824	-2170.08
GU8005	46	68.7881	70.0201	2.50024	2.50495	5	-14715.5	-12395.8	-2353.24
GU8005	47	68.799	70.5052	2.40167	2.39142	5	-15781.5	-11123.6	-1717.25
GU8005	48	54.4132	54.073	2.27606	2.28705	5	-15316	-11813.6	-1264.18
GU8005	49	56.8982	61.3255	2.30606	2.25221	5	-13076.5	-14273.9	-1000.63
GU8005	50	61.2265	59.8459	2.31753	2.36724	5	-14822.6	-12486	357.496
GU8005	51	57.0708	60.4035	2.35684	2.33346	5	-12836.9	-14422.4	-1717.25
GU8005	52	56.2127	59.5683	2.30264	2.26465	5	-14613.3	-12672.5	-1264.18
GU8005	53	61.1153	61.3737	2.35432	2.34481	5	-15328.2	-11823	-1000.63
GU8005	54	60.2002	54.0801	2.38265	2.38921	5	-13678.5	-13698.1	1000.63
GU8005	55	58.0752	54.6588	2.31582	2.28929	5	-12417.9	-14784.7	-1717.25
GU8005	56	55.4359	55.0671	2.31418	2.29986	5	-15503.4	-11607.2	-810.711
GU8005	57	62.6649	61.4736	2.35047	2.33942	5	-15829.9	-11157.7	-810.711
GU8005	58	54.6625	56.353	2.6732	2.65538	5	-15968.3	-10915.8	-1264.18
GU8005	59	55.8095	61.0402	2.45108	2.39027	5	-15799.3	-11136.1	-1452.34
GU8005	60	58.6239	57.5366	2.3565	2.39672	5	-15648.6	-11369.4	-1264.18
GU8005	61	57.1828	57.2696	2.49405	2.45751	5	-13642.9	-13662.5	-1717.25
GU8005	62	56.7709	57.4446	2.54096	2.50315	5	-15164	-12047.2	-810.711
GU8005	63	56.0504	54.2754	2.5878	2.58224	5	-15661.1	-11378.4	-1000.63
GU8005	64	78.3867	74.4061	2.56276	2.59269	10	-15786.4	-10139.5	-4870.42
GU8005	65	75.4916	76.3933	2.53932	2.5625	10	-15846.9	-10178.4	-4584.33
GU8005	66	71.2204	77.6371	2.58499	2.58392	10	-15348.8	-11151.5	-3974.75
GU8005	67	76.8826	80.1097	2.57759	2.60881	10	-14658.4	-11645.5	-5025.23
GU8005	68	80.204	82.8495	2.51572	2.53378	10	-11481.5	-14929.8	-4584.33
GU8005	69	76.9478	76.7925	2.55949	2.58004	10	-15237.1	-11070.4	-4584.33
GU8005	70	70.3168	69.1914	2.56583	2.57379	10	-15963	-10252.9	-3974.75
GU8005	71	76.2589	70.3105	2.61264	2.63506	10	-13603	-12862.5	-5025.23
GU8005	72	78.1044	73.4617	2.76063	2.80588	10	-15107.5	-11310.9	-4423.34
GU8005	73	76.8133	75.0522	2.58313	2.59986	10	-12547.5	-14097.3	-4423.34
GU8005	74	73.4063	72.5685	2.5811	2.6309	10	-15178.9	-11028.1	-4870.42
GU8005	75	69.6288	73.2878	2.69507	2.68096	10	-14174.7	-12292.1	-4870.42
GU8005	76	72.4144	76.0768	2.60686	2.59445	10	-15489	-10588.2	-4870.42
GU8005	77	73.8828	71.8135	2.68868	2.70676	10	-12040.7	-14335.6	-5025.23
GU8005	78	69.5844	74.4691	2.70333	2.69819	10	-16023.9	-9970.3	-4423.34
GU8005	79	77.2437	73.676	2.65038	2.65608	10	-11905.1	-14594.2	-4584.33
GU8005	80	69.4875	74.7887	3.89146	3.8282	10	-16393.1	-9876.66	-3075.24
GU8005	81	75.9282	68.1413	3.05869	3.14117	10	-16499	-9940.47	-2170.08
GU8005	82	72.3515	75.7743	3.28466	3.24815	10	-16010.3	-10283.3	-3696.36
GU8005	83	73.5359	72.2789	2.72804	2.74127	10	-11865.6	-14979.5	-3249.89
GU8005	84	71.7375	72.5584	3.25058	3.2752	10	-16298.7	-9819.79	-3696.36
GU8005	85	77.8688	76.1005	2.6051	2.58642	10	-11835.3	-14941.2	-3524.99
GU8005	86	72.1988	69.8713	2.80906	2.82924	10	-16103	-10342.9	-3075.24
GU8005	87	70.3143	73.5647	2.65579	2.62205	10	-16138.3	-10365.5	-2802.04
GU8005	88	72.3722	74.0704	2.51606	2.50535	10	-12097.5	-14830.1	-3075.24
GU8005	89	72.4008	73.9905	2.39218	2.40314	10	-15888.2	-10529.9	-3524.99
GU8005	90	73.7005	75.2333	3.01899	3.03127	10	-16250.6	-9790.79	-3974.75
GU8005	91	69.4478	72.1557	2.86282	2.86293	10	-11946.9	-15082.2	-2353.24
GU8005	92	69.126	70.6222	2.84603	2.81154	10	-15799.7	-10800.5	-3075.24
GU8005	93	69.6419	72.302	2.76989	2.77662	10	-12259	-14595.6	-3524.99
GU8005	94	71.4147	77.0708	2.56247	2.5528	10	-15708.7	-10738.3	-3696.36
GU8005	95	67.4623	66.2319	2.66348	2.67963	10	-16429	-9898.29	-2802.04
GU8005	96	73.2816	71.7148	2.11413	2.09659	5	-13327.6	-13735.3	-3075.24
GU8005	97	71.5987	71.0949	2.10169	2.0588	5	-13502.8	-13522.2	-3249.89
GU8005	98	72.8376	77.2604	2.13139	2.10648	5	-15374.3	-11510.6	-2622.4
GU8005	99	76.5153	72.7815	2.07267	2.07331	5	-12956.4	-14142.8	-2802.04
GU8005	100	82.238	76.2961	2.3939	2.32782	5	-13716.1	-13347.3	-3075.24
GU8005	101	79.1777	80.9367	2.11397	2.1256	5	-13109.4	-13904	-3249.89
GU8005	102	68.7046	71.5383	2.3451	2.34229	5	-13595.4	-13614.9	-2353.24
GU8005	103	74.6139	71.0756	2.09326	2.1139	5	-12124	-14862.6	-2802.04
GU8005	104	70.1302	71.9684	2.10656	2.10109	5	-14962.5	-11887.1	-3249.89
GU8005	105	70.3892	69.9503	2.13344	2.09398	5	-14615.3	-12311.4	-3249.89
GU8005	106	73.1186	76.5564	2.19785	2.20049	5	-13175.4	-13974	-2622.4
GU8005	107	72.3402	68.2239	2.22339	2.22976	5	-12769.1	-14346.2	-2622.4
GU8005	108	68.6038	65.9046	2.1651	2.16683	5	-12928.1	-14111.9	-3075.24
GU8005	109	70.01	75.2067	2.40837	2.36	5	-13885.2	-13129.3	-3249.89
GU8005	110	66.8889	68.3267	2.10728	2.09851	5	-13570.8	-13590.3	-2622.4
GU8005	111	70.9041	67.1234	2.15936	2.17938	5	-13746.2	-13376.5	-2802.04
GU8005	112	65.0439	69.0228	2.0587	1.9872	5	-12672.7	-14237.9	-3524.99
GU8005	113	62.6424	64.8097	2.07737	2.06906	5	-14578	-12279.9	-3524.99
GU8005	114	65.7178	65.3547	2.13313	2.12298	5	-13335.3	-13354.5	-4423.34
GU8005	115	63.701	64.3342	1.97292	1.97877	5	-14333.3	-12429.7	-3974.75
GU8005	116	73.8356	72.5915	2.10503	2.07308	5	-13075.9	-13868.5	-3524.99
GU8005	117	65.4546	65.8929	2.29866	2.29639	5	-13849.7	-13095.8	-3524.99
GU8005	118	65.442	70.6832	2.00976	1.97233	5	-12815.7	-13989.2	-3974.75
GU8005	119	66.4978	64.2428	1.99891	2.00821	5	-13211.7	-13615.8	-3974.75
GU8005	120	69.3705	69.2471	1.94008	1.94212	5	-14727.5	-12049	-3696.36
GU8005	121	65.5112	63.5625	2.00723	2.01134	5	-12290.4	-14632.9	-3249.89
GU8005	122	64.3481	68.7144	2.32244	2.26488	5	-13498	-13135	-4584.33
GU8005	123	67.5684	67.7964	2.10535	2.09332	5	-13637.2	-13270.4	-3696.36
GU8005	124	69.7932	72.8243	1.9863	1.98523	5	-15067	-11621.6	-3696.36
GU8005	125	67.1669	67.1273	1.98933	1.99897	5	-14924.2	-11856.7	-3524.99
GU8005	126	62.4757	64.3194	1.9982	1.95534	5	-14577.2	-11926	-4584.33
GU8005	127	69.6998	66.0782	2.00895	2.05239	5	-15022.5	-11587.2	-3974.75
GU8010	0	61.659	63.4342	2.60158	2.60868	10	-6457.47	7014.68	16877.1
GU8010	1	53.0674	54.8583	2.60839	2.62065	10	-1367.36	8984.15	17121.8
GU8010	2	59.7567	57.2254	3.04003	3.03628	10	-8657.07	6002.67	16271.5
GU8010	3	57.8459	67.9197	2.69052	2.68846	10	-7420.56	7218.83	16387.9
GU8010	4	62.5687	66.3695	2.75331	2.77417	10	-2502.47	8976.79	16996.9
GU8010	5	60.1436	62.9392	2.65943	2.62612	10	-4464.33	7915.45	17121.8
GU8010	6	59.251	64.2753	2.65305	2.60076	10	-1446.96	10434.7	16271.5
GU8010	7	55.4763	58.6941	2.82057	2.77734	10	-6697.07	8131.8	16271.5
GU8010	8	53.0552	59.7135	2.76901	2.75478	10	-6230.62	7565.42	16723.7
GU8010	9	59.7882	64.2268	2.73117	2.69022	10	-1044	8598.07	17341.4
GU8010	10	54.2186	53.3145	3.23529	3.21255	10	-7420.57	7794.07	16122.3
GU8010	11	58.2552	55.3833	2.7946	2.82539	10	-6533.14	7501.59	16636.8
GU8010	12	64.0704	58.8306	2.64158	2.66153	10	-1309.58	9444.03	16877.1
GU8010	13	59.9898	56.3872	2.69417	2.7069	10	-3978.26	8170.56	17121.8
GU8010	14	57.8999	58.3346	2.97641	2.96247	10	-8483.88	6620.88	16122.3
GU8010	15	57.1407	59.1014	2.62046	2.59784	10	-6581.39	7991.34	16387.9
GU8010	16	60.8292	57.5668	2.77003	2.74339	10	-8958.39	6643.99	15853.8
GU8010	17	61.6018	54.3071	2.68234	2.68933	10	-9093.92	7096.96	15578
GU8010	18	66.014	55.3942	2.48398	2.54763	10	-8682.68	6776.03	15951.1
GU8010	19	67.8471	64.2855	3.06112	3.07516	10	-7075.56	8621.59	15853.8
GU8010	20	60.0425	61.2375	2.59065	2.55856	10	-8621.59	7075.56	15853.8
GU8010	21	60.8669	65.3746	2.56974	2.56155	10	-9431.19	6642.2	15578
GU8010	22	61.6945	62.1264	2.49777	2.53825	10	-1839.83	10603.2	16122.3
GU8010	23	66.1724	60.0953	2.71753	2.73395	10	-1636.52	11032.5	15853.8
GU8010	24	63.9978	64.1098	2.53697	2.51714	10	-1668.65	11249.1	15697.5
GU8010	25	63.1628	60.8333	2.46902	2.44443	10	-9134.24	6774.41	15697.5
GU8010	26	63.2304	62.7184	2.51327	2.47467	10	-7976.7	7594.45	15951.1
GU8010	27	55.1797	57.685	2.60278	2.60812	10	-1882.94	10851.6	15951.1
GU8010	28	57.4836	58.1922	2.69995	2.71086	10	-7214.45	8790.83	15697.5
GU8010	29	57.5919	60.9115	2.57192	2.53479	10	-7637.1	8426.24	15697.5
GU8010	30	54.9601	56.7041	2.63458	2.63679	10	-7193.9	8339.74	15951.1
GU8010	31	56.9764	56.6542	2.66667	2.6543	10	-1348.2	10931	15951.1
GU8010	32	71.5507	70.3776	2.81184	2.87075	5	-5846.48	9754.26	15697.5
GU8010	33	66.0905	69.3371	2.70554	2.71802	5	-5257.61	9836.3	15853.8
GU8010	34	77.1782	78.5461	2.76063	2.85781	5	-6641.24	9907.61	15279.8
GU8010	35	76.5987	68.1725	2.63099	2.65838	5	-6318.05	9455.64	15697.5
GU8010	36	71.3507	72.8141	2.67065	2.67225	5	-3675.93	11127.2	15440.6
GU8010	37	73.8502	76.2378	2.55568	2.58621	5	-5268.84	10467.4	15440.6
GU8010	38	72.538	70.9841	2.55724	2.61239	5	-2763.22	11031.4	15697.5
GU8010	39	69.3337	78.7721	2.59913	2.61044	5	-4862.24	10280.3	15697.5
GU8010	40	70.3957	68.555	2.56698	2.62858	5	-5360.82	10029.4	15697.5
GU8010	41	71.6076	72.3135	2.49387	2.54724	5	-7096.96	9093.92	15578
GU8010	42	69.3913	72.3535	2.60421	2.6303	5	-4305.26	11123.5	15279.8
GU8010	43	68.8463	70.1062	2.54917	2.56389	5	-3237.62	10673	15853.8
GU8010	44	71.9878	70.386	2.64662	2.69982	5	-3831.18	10707.4	15697.5
GU8010	45	69.7222	68.9563	2.5825	2.60996	5	-6269.45	9900.55	15440.6
GU8010	46	76.6749	76.2381	2.61314	2.64247	5	-5739.62	10455.8	15279.8
GU8010	47	64.4582	70.8704	2.55051	2.55949	5	-6196.42	9273.6	15853.8
GU8010	48	61.0001	55.2235	2.65461	2.67501	5	-4838.54	9612.53	16122.3
GU8010	49	61.4672	65.3419	2.56508	2.52603	5	-5176.29	8965.61	16387.9
GU8010	50	61.0003	66.6185	2.59119	2.56883	5	-2405.96	9500.93	16723.7
GU8010	51	64.322	65.5087	2.71862	2.76103	5	-5892.35	9305.04	15951.1
GU8010	52	67.1114	62.7781	2.51985	2.61033	5	-3375.72	10218.5	16122.3
