GCUId	Chn	Mean_Ping	Mean_Pong	RMS_Ping	RMS_Pong	Length	x	y	z
8156	8	72.9134	71.9227	3.1924	3.15276	10	1749.14	-19301.6	-357.496
8156	9	68.2997	64.5339	3.34644	3.36475	10	1194.91	-19346.9	-95.7138
8156	10	69.7148	67.0909	2.79251	2.80655	10	2835.74	-19052.3	-2170.08
8156	11	68.4078	63.391	2.80791	2.85735	10	4490.53	-18853.3	-357.496
8156	12	70.1606	70.3351	21.5385	21.3228	10	1194.73	-19343.8	-357.496
8156	13	70.9722	72.3886	2.78803	2.78196	10	3402.46	-19082.8	-95.7138
8156	14	67.5277	65.9157	2.75959	2.75903	10	6353.43	-18295.2	-810.711
8156	15	74.5101	73.539	6.32826	6.28859	10	6619.88	-18215.1	-357.496
8156	16	81.4513	80.5705	2.43798	2.43973	10	6300.53	-18142.9	-2622.4
8156	17	70.9665	71.0541	2.34343	2.34488	10	6268.98	-18052.1	-3249.89
8156	18	77.5157	74.78	2.3161	2.33118	10	7096.01	-17907.5	-2170.08
8156	19	77.4336	75.8848	2.51436	2.53873	10	1458.8	-19150.3	-2622.4
8156	20	80.2643	72.8912	2.28339	2.28055	10	2554.65	-19035.1	-2622.4
8156	21	73.6983	72.2432	2.46604	2.50552	10	6784.25	-17864.8	-3249.89
8156	22	74.7139	73.6471	2.49542	2.50171	10	5530.33	-18451.2	-2170.08
8156	23	78.128	74.9265	5.03407	5.03822	10	2007.55	-19100.6	-2622.4
8156	24	71.7895	70.3201	2.19615	2.19895	10	1179.8	-19102.1	-3075.24
8156	25	69.0298	70.3976	2.23395	2.23779	10	7050.46	-17792.5	-3075.24
8156	26	72.2653	77.8283	2.192	2.18776	10	3105.27	-18988.4	-2353.24
8156	27	72.5459	73.5005	3.13657	3.14325	10	6830.76	-17987.3	-2353.24
8156	28	70.6797	75.1266	3.93789	3.92214	10	6818.39	-17954.7	-2622.4
8156	29	78.7194	73.753	2.46342	2.48495	10	1997.5	-19004.9	-3249.89
8156	30	74.3483	71.8021	2.44003	2.48168	10	910.492	-19219.1	-2353.24
8156	31	70.0986	74.6093	2.42755	2.38327	10	7343.94	-17783.9	-2353.24
8156	32	81.8584	81.3335	3.1172	3.14379	5	4923.49	-18322.1	-3974.75
8156	33	87.6308	85.8611	2.7769	2.74037	5	2260.25	-18893.6	-3696.36
8156	34	84.508	83.2656	2.76481	2.7995	5	2772.72	-18628.9	-4584.33
8156	35	85.6372	84.1886	2.82033	2.82107	5	5176.07	-18215.4	-4141.1
8156	36	98.1436	89.399	3.64679	3.59544	5	2237.19	-18700.8	-4584.33
8156	37	84.6999	88.7891	2.78357	2.78117	5	1699.81	-18757.2	-4584.33
8156	38	86.644	89.9643	2.73056	2.78509	5	3330.2	-18677.5	-3974.75
8156	39	84.7354	82.9815	2.73708	2.76746	5	1712.26	-18894.7	-3974.75
8156	40	78.4589	85.1421	2.98812	2.92942	5	3591.03	-18592.9	-4141.1
8156	41	89.4383	86.4969	2.62896	2.60195	5	5696.47	-18059.4	-4141.1
8156	42	89.7769	84.8622	2.934	2.8951	5	6433.18	-17701.3	-4584.33
8156	43	78.4413	81.0405	2.6711	2.69379	5	3340.07	-18732.9	-3696.36
8156	44	82.8307	82.9487	3.03186	3.04049	5	1979.4	-18832.8	-4141.1
8156	45	87.5854	81.1484	2.78937	2.85786	5	5158.59	-18153.9	-4423.35
8156	46	82.6394	81.4915	2.78838	2.824	5	3305.98	-18541.7	-4584.33
8156	47	76.3492	79.8013	2.70931	2.74438	5	5463.19	-18227.2	-3696.36
8156	48	78.9569	77.7915	2.41791	2.4358	5	3623.86	-18762.9	-3249.89
8156	49	75.0307	72.1589	2.53255	2.51426	5	4966.67	-18482.8	-3075.24
8156	50	78.9939	74.9645	2.43219	2.48546	5	3099.65	-18954	-2622.4
8156	51	73.7581	76.2031	2.52001	2.5119	5	5210.05	-18334.9	-3524.99
8156	52	72.5089	72.669	2.56127	2.54763	5	3084.13	-18859.1	-3249.89
8156	53	77.9356	78.2228	2.59007	2.58827	5	6018.47	-18167.6	-3075.24
8156	54	82.8288	80.202	2.37547	2.40008	5	4463.06	-18738	-2170.08
8156	55	76.8681	71.2974	2.63264	2.65971	5	5733.86	-18177.9	-3524.99
8156	56	73.1064	76.3393	2.49829	2.49397	5	2273.35	-19003	-3075.24
8156	57	74.1338	79.4728	2.61074	2.5798	5	4434.42	-18617.7	-3075.24
8156	58	76.2626	72.8386	2.57954	2.5999	5	5748.55	-18224.5	-3249.89
8156	59	75.2592	76.701	2.68992	2.64385	5	3614.6	-18714.9	-3524.99
8156	60	73.4057	74.2416	2.65725	2.6528	5	4693.93	-18524.2	-3249.89
8156	61	73.8931	73.4502	2.98059	2.96994	5	6252.96	-18006	-3524.99
8156	62	72.4905	73.8763	2.68342	2.66166	5	4444.13	-18658.5	-2802.04
8156	63	75.5879	72.6383	2.82438	2.85973	5	2541.86	-18939.8	-3249.89
