GCUId	Chn	Mean_Ping	Mean_Pong	RMS_Ping	RMS_Pong	Length	x	y	z
8115	39	62.892	65.3831	2.66716	2.64898	5	-748.483	-19315	-1452.34
8115	40	61.2371	60.9223	2.58265	2.61337	5	2571.11	-19157.8	-1452.34
8115	41	59.221	53.8669	2.60514	2.59675	5	360.044	-19304.4	-1717.25
8115	42	60.097	57.4878	2.77859	2.79192	5	636.347	-19279.8	-1903.16
8115	43	63.4638	60.9998	2.57184	2.57194	5	1745.71	-19263.8	-1264.18
8115	44	58.0746	63.9629	2.74645	2.75861	5	2020.48	-19223.6	-1452.34
8115	45	62.4835	68.5912	2.44371	2.42294	5	913.671	-19286.2	-1717.25
8115	46	58.7015	57.0019	2.55764	2.54831	5	-470.384	-19284.6	-1903.16
8115	47	54.7693	59.8893	2.41542	2.41291	5	2297.6	-19205.8	-1264.18
8115	48	74.0837	74.8271	2.43795	2.44142	5	-1581.11	-19293.5	-1000.63
8115	49	80.0798	78.7799	2.39016	2.37415	5	-2411.94	-19225.5	-548.472
8115	50	78.5459	80.3347	2.53534	2.54152	5	-749.587	-19343.6	1000.63
8115	51	82.3535	85.9134	2.50244	2.50015	5	-2132.22	-19224.9	-1264.18
8115	52	76.7863	79.3705	2.52451	2.48573	5	-2133.92	-19240.2	-1000.63
8115	53	83.5392	80.3511	2.45525	2.47445	5	-1858.55	-19277.7	-810.711
8115	54	81.6529	80.4242	2.50601	2.48976	5	360.701	-19339.4	1264.18
8115	55	80.3875	71.9474	2.55366	2.5707	5	-1579.85	-19278.1	-1264.18
8115	56	77.1619	74.9645	2.29494	2.31914	5	-1582.58	-19311.5	548.472
8115	57	74.1708	70.3305	2.40892	2.41336	5	-1305.4	-19332.2	-548.472
8115	58	80.2319	77.706	2.43831	2.38705	5	-472.042	-19352.4	-1000.63
8115	59	68.247	70.3797	2.50127	2.51819	5	1747.1	-19279.2	-1000.63
8115	60	83.4207	86.0592	2.51168	2.53319	5	-1027	-19330.9	-1000.63
8115	61	73.6391	78.6007	2.74463	2.74704	5	-1026.18	-19315.5	-1264.18
8115	62	73.3541	73.0668	2.84303	2.89402	5	1193.88	-19330.2	810.711
8115	63	69.8585	75.1357	2.62545	2.67341	5	916.475	-19345.3	-810.711
8115	64	64.7108	62.2042	2.37947	2.387	10	-2612.28	-18652.1	-4584.33
8115	65	69.7783	70.9748	2.25259	2.24064	10	-2895.23	-18713.9	-4141.1
8115	66	66.9567	65.8887	2.27036	2.24572	10	3076.25	-18810.9	-3524.99
8115	67	62.6968	67.0443	2.29308	2.24985	10	347.708	-18637.2	-5317.27
8115	68	65.9762	67.0503	2.36751	2.36028	10	-3146.27	-18569.4	-4584.33
8115	69	65.1894	61.162	2.27947	2.284	10	2518.83	-18768.2	-4141.1
8115	70	68.4736	62.649	2.1254	2.15407	10	-2914.23	-18836.7	-3524.99
8115	71	70.9077	65.9553	2.21266	2.23742	10	1466.55	-19252	-1717.25
8115	72	65.6583	65.2206	2.21264	2.22347	10	-2091.36	-18856.5	-3974.75
8115	73	69.3589	68.5942	2.29665	2.31493	10	-3430.87	-18623.1	-4141.1
8115	74	62.9875	62.232	2.36962	2.37321	10	-1538.3	-18771.2	-4584.33
8115	75	73.9049	69.2522	2.35075	2.34275	10	349.108	-18718	-5025.23
8115	76	65.8998	63.0522	2.58674	2.57873	10	-2076.15	-18719.3	-4584.33
8115	77	65.7712	67.2945	2.2934	2.2982	10	1187.42	-19225.5	-2170.08
8115	78	66.703	71.5362	2.27855	2.25963	10	-3178.71	-18760.9	-3696.36
8115	79	65.2631	64.5187	2.35646	2.36398	10	1972.72	-18769.2	-4423.35
8115	80	76.8096	78.4869	4.4737	4.39282	10	-3217.77	-18991.5	-2170.08
8115	81	74.6839	81.5681	3.50578	3.4621	10	-2955.32	-19102.3	-1452.34
8115	82	85.6663	76.5332	3.70749	3.72286	10	-3462.23	-18793.4	-3249.89
8115	83	79.1823	78.1767	3.1468	3.13568	10	-3479.66	-18887.9	-2622.4
8115	84	84.4506	81.2934	3.1156	3.14222	10	3359.41	-18841.4	-3075.24
8115	85	80.476	74.9357	3.01212	3.03543	10	-3197.12	-18869.6	-3075.24
8115	86	73.8133	79.7526	2.98332	2.96866	10	3386.06	-18990.8	-1903.16
8115	87	81.6255	81.0877	2.82266	2.81407	10	3661.44	-18957.4	-1717.25
8115	88	78.4531	79.3929	2.88978	2.87881	10	3648.7	-18891.5	-2353.24
8115	89	84.9602	76.298	2.76178	2.8056	10	3642.1	-18857.3	-2622.4
8115	90	77.36	76.7662	2.87782	2.88509	10	-3453.39	-18745.3	-3524.99
8115	91	75.104	78.0103	3.32581	3.32568	10	-3498.14	-18988.2	-1717.25
8115	92	78.4283	79.6363	2.78297	2.8059	10	3381.11	-18963.1	-2170.08
8115	93	82.6953	77.9002	2.86123	2.90497	10	3366.77	-18882.6	-2802.04
8115	94	78.9588	76.9707	3.00003	3.00182	10	-2921.7	-18885	-3249.89
8115	95	79.0482	83.2396	3.03154	3.00765	10	-2951.99	-19080.8	-1717.25
8115	96	66.8012	64.3075	2.70085	2.68116	5	1461.44	-19185	-2353.24
8115	97	70.8143	66.9116	2.64237	2.63223	5	632.721	-19170	-2802.04
8115	98	71.312	68.4801	2.62665	2.60345	5	2291.38	-19153.8	-1903.16
8115	99	62.6344	66.1929	2.71104	2.68685	5	2288.03	-19125.8	-2170.08
8115	100	65.3812	72.1087	2.63992	2.58603	5	-745.042	-19226.2	-2353.24
8115	101	64.9363	65.0288	2.60458	2.58387	5	1731.06	-19102.1	-2802.04
8115	102	64.2785	63.933	2.60706	2.60424	5	1189.15	-19253.7	-1903.16
8115	103	64.7402	62.0536	2.62818	2.60453	5	-2395.06	-19091	-2353.24
8115	104	64.4341	69.8061	2.62738	2.56827	5	2559.29	-19069.7	-2353.24
8115	105	61.8601	66.663	2.64457	2.59779	5	-743.693	-19191.4	-2622.4
8115	106	64.327	69.6048	2.63289	2.57676	5	-2123.33	-19144.8	-2170.08
8115	107	76.2425	71.2215	2.66448	2.58777	5	-1573.26	-19197.8	-2170.08
8115	108	67.6749	67.8331	2.56916	2.57137	5	2011.19	-19135.2	-2353.24
8115	109	67.1226	63.2919	2.6871	2.67223	5	908.844	-19184.3	-2622.4
8115	110	67.8076	65.5992	2.58447	2.59838	5	-2671.65	-19076	-2170.08
8115	111	63.7494	63.3284	3.09715	3.07905	5	1738.44	-19183.5	-2170.08
8115	112	70.1175	69.4487	2.56203	2.54519	5	904.294	-19088.2	-3249.89
8115	113	66.4594	72.2318	2.52235	2.47703	5	-2378.75	-18961	-3249.89
8115	114	72.46	72.3884	2.55882	2.53259	5	627.704	-19017.9	-3696.36
8115	115	71.2495	71.5236	2.49129	2.49995	5	2535.37	-18891.4	-3524.99
8115	116	67.2232	68.5227	2.62745	2.60197	5	356.35	-19106.3	-3249.89
8115	117	70.1287	71.397	3.90753	3.89354	5	-1287.44	-19066.2	-3249.89
8115	118	70.5855	69.2526	2.52476	2.53854	5	-1009.49	-19001.5	-3696.36
8115	119	67.9659	73.9239	2.51647	2.45444	5	-2097.55	-18912.3	-3696.36
8115	120	71.2239	71.0324	2.5171	2.51986	5	-1829.16	-18972.8	-3524.99
8115	121	69.1452	69.3925	2.49679	2.49387	5	2823.71	-18971.4	-2802.04
8115	122	65.6279	69.7114	2.60616	2.59978	5	-730.788	-18858.4	-4423.34
8115	123	72.2031	66.4896	2.46776	2.49186	5	-738.077	-19046.5	-3524.99
8115	124	73.4264	73.7135	2.70304	2.68327	5	1451.49	-19054.4	-3249.89
8115	125	72.8645	71.3578	2.56389	2.57894	5	631.339	-19128.1	-3075.24
8115	126	72.7786	67.4276	2.53726	2.58677	5	-1549.57	-18908.7	-3974.75
8115	127	74.3867	68.0797	2.52664	2.56056	5	1992.4	-18956.4	-3524.99
8151	0	66.8078	67.1002	2.53061	2.52099	10	-15926.9	-2284.86	10809.8
8151	1	66.0162	63.6877	2.35141	2.39426	10	-15742.3	-3327.03	10809.8
8151	2	63.4179	68.3071	2.77238	2.78065	10	-16495.7	-451.265	10169.9
8151	3	70.5536	61.5567	2.94902	3.00144	10	-16215.8	-2054.71	10419.5
8151	4	64.7628	68.6758	2.54298	2.53306	10	-16042.7	-1232.8	10809.8
8151	5	64.1388	65.8842	2.5023	2.50478	10	-15843.2	-2807.46	10809.8
8151	6	63.6486	63.8831	2.97195	2.94795	10	-16086.9	-3677.29	10169.9
8151	7	66.775	62.3088	2.75158	2.80885	10	-16293.9	-2611.69	10169.9
8151	8	64.432	62.4656	2.69718	2.6982	10	-15908.1	-3362.09	10553.1
8151	9	60.1023	57.2739	2.45179	2.46	10	-15647.8	-2276.04	11211.8
8151	10	62.6112	63.812	3.29342	3.29166	10	-16371	-2074.37	10169.9
8151	11	56.9456	62.9441	2.81997	2.82488	10	-16045.6	-3116.37	10419.5
8151	12	69.4103	68.1487	3.27802	3.2935	10	-15652.7	-4400.7	10553.1
8151	13	63.7366	69.7122	2.62982	2.61383	10	-15774.4	-2294.44	11029.3
8151	14	70.0444	69.8678	2.50055	2.5159	10	-16199.2	-3146.19	10169.9
8151	15	61.0786	66.6229	2.90017	2.82743	10	-16315.8	-984.153	10419.5
8151	16	72.5454	81.0555	3.0471	3.10729	10	-16554.8	-4071.87	9224.85
8151	17	72.6257	68.2307	3.29731	3.32813	10	-17472.1	714.416	8363.94
8151	18	77.2684	78.3219	3.396	3.44178	10	-16729.1	368.009	9784.81
8151	19	74.6352	79.6824	3.389	3.48007	10	-16941.6	651.604	9396.62
8151	20	70.0381	67.3312	3.34656	3.38022	10	-16953.9	94.0364	9396.62
8151	21	71.0072	67.3668	3.33107	3.34929	10	-16724.8	-5105.49	8363.94
8151	22	67.734	72.0839	3.43134	3.38133	10	-16231.7	-3430.48	10025.1
8151	23	68.9891	69.2428	3.31857	3.29664	10	-16243.7	-4856.52	9396.62
8151	24	64.2124	66.4424	3.15244	3.15665	10	-16524.4	-4645.78	9005.55
8151	25	72.744	64.974	3.33079	3.35493	10	-17412.8	444.843	8505.13
